case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,parallel_telephone_exchange_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,government_telecom_revenue_loss,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,telegraph_act_sections,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-106343,High Court,Sec 439 CrPC (Regular Bail),2,9,38,1,0,1,1,1,0,1,1,1,0.6858,1,135,1,1,1,1,1,1,1,0.7464,314,12.6021,32.49,1,1,1,2389846.86,0.0076,1,9,0.1525,0.0662,3,1,1,0,1
NCRB-SYNTH-106349,Trial Court,Sec 439 CrPC (Regular Bail),21,23,58,1,0,1,1,1,1,1,1,1,0.6088,1,210,1,1,1,1,1,1,1,0.6143,142,12.3785,71.34,1,1,1,2127906.74,0.0088,1,10,0.1241,0.0518,3,1,1,1,0
NCRB-SYNTH-106354,High Court,Sec 439 CrPC (Regular Bail),1,24,34,1,0,1,1,1,0,1,1,1,0.4659,1,208,1,1,1,1,1,1,1,0.5713,447,8.8942,43.13,1,1,1,2493625.11,0.0615,1,3,0.8126,0.5862,1,1,1,0,0
NCRB-SYNTH-106360,High Court,Sec 482 CrPC (Quashing),1,16,19,1,0,1,1,1,1,1,1,1,0.9002,1,157,0,0,1,1,1,1,1,0.6434,323,3.8423,18.42,1,1,1,127545.67,0.0591,1,31,0.142,0.041,4,1,1,0,0
NCRB-SYNTH-106366,Trial Court,Sec 482 CrPC (Quashing),2,17,24,1,0,1,1,1,0,1,1,1,0.7688,1,272,1,1,1,1,1,1,1,0.6585,349,12.5422,42.2,1,1,1,1368262.43,0.0041,1,1,0.5857,0.8449,1,1,1,1,1
NCRB-SYNTH-106371,High Court,Sec 439 CrPC (Regular Bail),2,13,39,1,0,1,1,1,1,1,1,1,0.3895,1,239,1,0,1,1,1,1,1,0.5648,297,5.0086,79.29,1,1,1,2375720.05,0.0806,1,11,0.1012,0.0407,3,1,1,1,0
NCRB-SYNTH-106381,High Court,Writ Petition (Detention),1,7,68,0,0,1,1,1,1,1,1,1,0.4873,1,212,0,0,1,1,1,1,1,0.8075,390,12.1705,50.02,1,1,1,487672.62,0.0379,1,43,0.319,0.0843,4,1,1,1,0
NCRB-SYNTH-106386,High Court,Sec 482 CrPC (Quashing),21,19,64,1,0,1,1,1,1,1,1,1,0.501,1,235,0,0,1,1,1,1,1,0.5747,242,3.7338,89.32,1,1,1,352737.47,0.1898,1,7,0.1707,0.0821,3,1,1,1,0
NCRB-SYNTH-106387,Trial Court,Sec 439 CrPC (Regular Bail),4,24,64,1,0,1,1,1,0,1,1,1,0.8781,1,175,1,1,1,1,1,1,1,0.8355,100,10.9102,48.99,1,1,1,80467.59,0.1083,1,11,0.1516,0.061,3,1,1,1,1
NCRB-SYNTH-106390,High Court,Sec 439 CrPC (Regular Bail),2,23,78,1,0,1,1,1,1,1,1,1,0.7321,1,289,1,0,1,1,1,1,1,0.7847,306,5.1386,24.58,1,1,1,1376614.86,0.1577,1,10,0.2017,0.0841,3,1,1,0,1
NCRB-SYNTH-106394,High Court,Sec 482 CrPC (Quashing),45,10,23,1,0,1,1,1,0,1,1,1,0.5483,1,276,1,1,1,1,1,1,1,0.8423,426,4.8306,27.95,1,1,1,797081.27,0.0637,1,9,0.1007,0.0437,3,1,1,1,0
NCRB-SYNTH-106401,High Court,Sec 439 CrPC (Regular Bail),1,6,65,1,0,1,1,1,1,1,1,1,0.6188,1,215,1,1,1,1,1,1,1,0.84,101,10.5131,46.45,1,1,1,2014121.25,0.1619,1,2,0.9289,0.8455,1,1,1,1,0
NCRB-SYNTH-106430,Supreme Court,Sec 439 CrPC (Regular Bail),4,20,70,0,1,1,1,1,1,1,1,1,0.82,1,223,0,1,1,1,1,1,1,0.6904,347,6.827,45.95,1,1,1,927304.79,0.0255,1,5,0.0792,0.0442,3,1,1,1,0
NCRB-SYNTH-106436,High Court,Writ Petition (Detention),1,3,14,1,1,1,1,1,0,1,1,1,0.6457,1,262,1,1,1,1,1,1,1,0.7301,335,9.0133,17.69,1,1,1,1384750.96,0.1742,1,34,0.1555,0.0437,4,1,1,1,0
NCRB-SYNTH-106437,High Court,Sec 439 CrPC (Regular Bail),1,24,15,1,0,1,1,1,0,1,1,1,0.9009,1,213,1,1,1,1,1,1,1,0.5601,211,12.6106,41.86,1,1,1,1200394.17,0.019,1,11,0.0762,0.0307,3,1,1,1,1
NCRB-SYNTH-106445,High Court,Sec 439 CrPC (Regular Bail),1,19,22,1,1,1,1,1,0,1,1,1,0.7721,1,301,1,1,1,1,1,1,1,0.6254,217,6.0706,17.9,1,1,1,1858506.56,0.072,1,8,0.1755,0.0799,3,1,1,1,1
NCRB-SYNTH-106450,High Court,Trial Judgment,4,12,49,1,0,1,1,1,1,1,1,1,0.8949,1,281,1,1,1,1,1,1,1,0.5635,253,11.5675,29.34,1,1,1,2290199.42,0.0933,1,6,0.2299,0.1181,3,1,1,1,1
NCRB-SYNTH-106457,High Court,Writ Petition (Detention),2,23,68,1,0,1,1,1,0,1,1,1,0.9406,1,206,0,0,1,1,1,1,1,0.6603,376,4.7727,88.27,1,1,1,238676.48,0.1641,1,1,0.8048,1.1611,1,1,1,1,0
NCRB-SYNTH-106462,Trial Court,Sec 439 CrPC (Regular Bail),4,12,22,1,0,1,1,1,0,1,1,1,0.9527,1,187,1,1,1,1,1,1,1,0.597,396,6.8968,25.49,1,1,1,2098271.53,0.072,1,6,0.0918,0.0472,3,1,1,1,1
NCRB-SYNTH-106471,High Court,Sec 439 CrPC (Regular Bail),1,13,55,1,0,1,1,1,0,1,1,1,0.7472,1,140,1,1,1,1,1,1,1,0.7229,131,4.2751,46.97,1,1,1,2065676.47,0.0301,1,5,0.1049,0.0585,3,1,1,1,1
NCRB-SYNTH-106473,High Court,Writ Petition (Detention),1,23,32,1,0,1,1,1,0,1,1,1,0.8055,1,129,1,1,1,1,1,1,1,0.7906,289,4.6195,31.16,1,1,1,1665685.97,0.1637,1,7,0.0902,0.0434,3,1,1,0,1
NCRB-SYNTH-106481,High Court,Sec 439 CrPC (Regular Bail),4,12,30,1,0,1,1,1,0,1,1,1,0.7394,1,157,0,0,1,1,1,1,1,0.483,356,5.8107,46.42,1,1,1,877658.21,0.1893,1,11,0.1154,0.0464,3,1,1,1,0
NCRB-SYNTH-106483,Trial Court,Sec 482 CrPC (Quashing),1,3,43,1,0,1,1,1,1,1,1,1,0.4771,1,221,1,1,1,1,1,1,1,0.4376,327,4.3238,18.37,1,1,1,2269705.66,0.004,1,6,0.1618,0.0831,3,1,1,1,0
NCRB-SYNTH-106491,High Court,Sec 482 CrPC (Quashing),1,15,62,1,1,1,1,1,1,1,1,1,0.6334,1,230,1,0,1,1,1,1,1,0.5288,487,4.2805,87.42,1,1,1,902811.9,0.1124,1,8,0.2426,0.1104,3,1,1,1,0
NCRB-SYNTH-106510,High Court,Sec 482 CrPC (Quashing),4,17,40,1,0,1,1,1,0,1,1,1,0.8118,1,277,0,0,1,1,1,1,1,0.5986,129,9.993,87.22,1,1,1,1378244.73,0.1312,1,9,0.1065,0.0463,3,1,1,1,0
NCRB-SYNTH-106531,High Court,Sec 482 CrPC (Quashing),7,16,75,1,1,1,1,1,0,1,1,1,0.5165,1,230,1,0,1,1,1,1,1,0.8834,170,13.8677,61.22,1,1,1,1229142.81,0.0889,1,33,0.2863,0.0812,4,1,1,1,0
NCRB-SYNTH-106537,High Court,Sec 439 CrPC (Regular Bail),1,24,77,1,0,1,1,1,0,1,1,1,0.9643,1,220,1,1,1,1,1,1,1,0.6239,281,11.196,33.31,1,1,1,154125.97,0.1184,1,18,0.1338,0.0454,4,1,1,1,1
NCRB-SYNTH-106540,Trial Court,Sec 482 CrPC (Quashing),1,6,35,1,0,1,1,1,0,1,1,1,0.5889,1,136,1,1,1,1,1,1,1,0.6787,160,9.5284,77.69,1,1,1,1127971.15,0.1194,1,10,0.1562,0.0651,3,1,1,0,0
NCRB-SYNTH-106547,High Court,Sec 439 CrPC (Regular Bail),1,20,23,1,0,1,1,1,0,1,1,1,0.4822,1,157,1,1,1,1,1,1,1,0.6369,118,13.5904,85.84,1,1,1,1706987.98,0.1093,1,7,0.1796,0.0864,3,1,1,1,0
NCRB-SYNTH-106553,Supreme Court,Sec 482 CrPC (Quashing),1,17,34,0,0,1,1,1,0,1,1,1,0.5516,1,195,1,1,1,1,1,1,1,0.5308,246,7.4152,37.78,1,1,1,1423239.4,0.1629,1,14,0.1889,0.0698,4,1,1,1,0
NCRB-SYNTH-106564,High Court,Sec 439 CrPC (Regular Bail),4,21,73,1,0,1,1,1,1,1,1,1,0.9625,1,246,1,1,1,1,1,1,1,0.5835,332,7.4694,84.5,1,1,1,572637.21,0.193,1,34,0.1884,0.053,4,1,1,1,1
NCRB-SYNTH-106567,High Court,Sec 439 CrPC (Regular Bail),1,3,78,1,0,1,1,1,1,1,1,1,0.5929,1,229,1,1,1,1,1,1,1,0.637,273,6.4938,39.77,1,1,1,626432.11,0.0586,1,12,0.1384,0.054,4,1,1,1,0
NCRB-SYNTH-106568,Supreme Court,Sec 482 CrPC (Quashing),1,6,77,1,0,1,1,1,0,1,1,1,0.4259,1,123,0,0,1,1,1,1,1,0.6601,243,6.3308,41.9,1,1,1,82675.96,0.1709,1,40,0.235,0.0633,4,1,1,0,0
NCRB-SYNTH-106571,High Court,Sec 439 CrPC (Regular Bail),7,4,29,1,0,1,1,1,0,1,1,1,0.8674,1,197,1,0,1,1,1,1,1,0.5157,276,3.6419,15.59,1,1,1,2342583.97,0.1103,1,9,0.1824,0.0792,3,1,1,1,1
NCRB-SYNTH-106580,High Court,Sec 439 CrPC (Regular Bail),1,13,52,1,1,1,1,1,0,1,1,1,0.6404,1,184,1,1,1,1,1,1,1,0.3844,485,7.838,31.29,1,1,1,708286.63,0.1715,1,9,0.1664,0.0723,3,1,1,1,0
NCRB-SYNTH-106585,Supreme Court,Sec 439 CrPC (Regular Bail),2,19,14,0,1,1,1,1,0,1,1,1,0.9024,1,160,0,0,1,1,1,1,1,0.7849,318,8.6648,40.02,1,1,1,148818.21,0.1291,1,11,0.1706,0.0687,3,1,1,0,0
NCRB-SYNTH-106600,High Court,Sec 482 CrPC (Quashing),21,18,41,1,0,1,1,1,0,1,1,1,0.6241,1,263,1,1,1,1,1,1,1,0.737,102,11.2265,42.67,1,1,1,2216908.46,0.0321,1,9,0.1488,0.0646,3,1,1,1,0
NCRB-SYNTH-106602,High Court,Sec 439 CrPC (Regular Bail),15,8,54,0,0,1,1,1,0,1,1,1,0.4534,1,287,1,1,1,1,1,1,1,0.6446,236,8.8215,78.33,1,1,1,436812.14,0.1633,1,11,0.2253,0.0907,3,1,1,0,0
NCRB-SYNTH-106628,High Court,Writ Petition (Detention),7,18,52,1,0,1,1,1,0,1,1,1,0.8868,1,284,0,0,1,1,1,1,1,0.8177,432,3.8558,78.8,1,1,1,2498214.63,0.1013,1,5,0.1239,0.0691,3,1,1,1,0
NCRB-SYNTH-106629,Supreme Court,Sec 482 CrPC (Quashing),2,10,31,1,0,1,1,1,0,1,1,1,0.4803,1,123,1,1,1,1,1,1,1,0.5092,309,3.7122,37.17,1,1,1,2082075.5,0.0693,1,2,0.4996,0.4547,1,1,1,0,0
NCRB-SYNTH-106630,High Court,Sec 439 CrPC (Regular Bail),1,14,50,1,0,1,1,1,0,1,1,1,0.8564,1,233,0,1,1,1,1,1,1,0.656,447,12.8193,73.23,1,1,1,856627.81,0.0079,1,6,0.096,0.0493,3,1,1,1,0
NCRB-SYNTH-106633,Trial Court,Writ Petition (Detention),1,25,67,1,1,1,1,1,0,1,1,1,0.6931,1,252,1,1,1,1,1,1,1,0.8161,318,10.0231,21.51,1,1,1,752305.94,0.0784,1,3,0.4508,0.3252,1,1,1,1,1
NCRB-SYNTH-106635,High Court,Sec 439 CrPC (Regular Bail),1,5,68,0,0,1,1,1,1,1,1,1,0.8607,1,278,1,1,1,1,1,1,1,0.6546,314,5.0619,89.54,1,1,1,1185816.89,0.1335,1,10,0.1464,0.0611,3,1,1,1,1
NCRB-SYNTH-106638,High Court,Sec 439 CrPC (Regular Bail),2,3,37,1,0,1,1,1,0,1,1,1,0.7859,1,242,1,1,1,1,1,1,1,0.5676,283,6.0208,29.08,1,1,1,2187133.3,0.198,1,11,0.0783,0.0315,3,1,1,1,1
NCRB-SYNTH-106649,High Court,Sec 439 CrPC (Regular Bail),7,6,64,0,0,1,1,1,0,1,1,1,0.8641,1,176,1,1,1,1,1,1,1,0.6936,456,12.8044,19.77,1,1,1,2205331.69,0.0979,1,19,0.3097,0.1034,4,1,1,1,1
NCRB-SYNTH-106661,Supreme Court,Sec 482 CrPC (Quashing),4,14,60,1,0,1,1,1,0,1,1,1,0.5419,1,182,1,1,1,1,1,1,1,0.9232,441,3.7556,51.77,1,1,1,2056860.68,0.1795,1,6,0.1281,0.0658,3,1,1,1,0
NCRB-SYNTH-106677,High Court,Trial Judgment,7,4,45,1,0,1,1,1,0,1,1,1,0.65,1,128,1,1,1,1,1,1,1,0.6889,475,10.6884,67.18,1,1,1,1541105.61,0.1491,1,1,0.877,1.2652,1,1,1,0,0
NCRB-SYNTH-106679,High Court,Sec 439 CrPC (Regular Bail),1,5,77,1,0,1,1,1,1,1,1,1,0.4971,1,276,1,1,1,1,1,1,1,0.913,230,7.8889,71.16,1,1,1,1661797.55,0.1567,1,2,0.5943,0.541,1,1,1,1,0
NCRB-SYNTH-106681,High Court,Sec 482 CrPC (Quashing),2,9,52,0,0,1,1,1,0,1,1,1,0.8453,1,264,0,0,1,1,1,1,1,0.5767,206,5.9538,28.16,1,1,1,588387.89,0.0789,1,9,0.1817,0.0789,3,1,1,1,0
NCRB-SYNTH-106685,High Court,Sec 482 CrPC (Quashing),1,14,15,1,0,1,1,1,0,1,1,1,0.7751,1,216,1,1,1,1,1,1,1,0.701,339,5.3571,49.81,1,1,1,2062194.16,0.1403,1,3,0.6312,0.4553,1,1,1,1,1
NCRB-SYNTH-106693,High Court,Sec 439 CrPC (Regular Bail),1,3,60,1,0,1,1,1,0,1,1,1,0.7969,1,226,1,1,1,1,1,1,1,0.806,187,9.87,16.43,1,1,1,1737444.34,0.1703,1,10,0.1144,0.0477,3,1,1,1,1
NCRB-SYNTH-106695,High Court,Sec 439 CrPC (Regular Bail),4,23,62,1,0,1,1,1,0,1,1,1,0.8887,1,183,1,1,1,1,1,1,1,0.8468,112,10.4062,31.17,1,1,1,310515.96,0.101,1,11,0.171,0.0688,3,1,1,1,1
NCRB-SYNTH-106697,Supreme Court,Sec 439 CrPC (Regular Bail),1,23,20,1,0,1,1,1,0,1,1,1,0.6986,1,275,1,1,1,1,1,1,1,0.8872,446,8.8703,56.71,1,1,1,1185280.48,0.1708,1,21,0.0945,0.0306,4,1,1,1,1
NCRB-SYNTH-106701,High Court,Sec 439 CrPC (Regular Bail),1,17,59,1,0,1,1,1,1,1,1,1,0.5994,1,235,0,0,1,1,1,1,1,0.8674,399,7.0993,20.46,1,1,1,512358.9,0.0261,1,6,0.1581,0.0813,3,1,1,1,0
NCRB-SYNTH-106709,Trial Court,Sec 482 CrPC (Quashing),2,21,26,1,0,1,1,1,1,1,1,1,0.9296,1,241,1,1,1,1,1,1,1,0.7719,379,12.0955,74.89,1,1,1,1843316.16,0.0086,1,4,0.0662,0.0411,3,1,1,1,1
NCRB-SYNTH-106725,High Court,Sec 482 CrPC (Quashing),1,11,55,1,0,1,1,1,0,1,1,1,0.3783,1,294,1,1,1,1,1,1,1,0.5748,129,11.3888,63.0,1,1,1,1865076.33,0.0458,1,4,0.1514,0.0941,3,1,1,1,0
NCRB-SYNTH-106736,High Court,Sec 482 CrPC (Quashing),2,4,55,0,1,1,1,1,1,1,1,1,0.9464,1,278,1,1,1,1,1,1,1,0.6306,256,7.1881,57.89,1,1,1,342229.37,0.1397,1,6,0.1683,0.0865,3,1,1,0,1
NCRB-SYNTH-106743,High Court,Sec 439 CrPC (Regular Bail),7,5,50,1,0,1,1,1,1,1,1,1,0.6589,1,252,1,0,1,1,1,1,1,0.8674,281,4.3803,27.22,1,1,1,1989246.07,0.0887,1,11,0.2351,0.0946,3,1,1,1,1
NCRB-SYNTH-106747,High Court,Sec 482 CrPC (Quashing),1,5,60,1,0,1,1,1,1,1,1,1,0.5952,1,173,1,1,1,1,1,1,1,0.5784,161,5.7225,24.27,1,1,1,1785298.98,0.1512,1,13,0.2996,0.1135,4,1,1,1,0
NCRB-SYNTH-106752,High Court,Sec 482 CrPC (Quashing),1,7,20,1,0,1,1,1,0,1,1,1,0.8886,1,139,1,1,1,1,1,1,1,0.61,346,10.9015,55.22,1,1,1,1852543.72,0.0493,1,2,0.5677,0.5168,1,1,1,0,1
NCRB-SYNTH-106758,High Court,Sec 482 CrPC (Quashing),4,13,60,1,0,1,1,1,0,1,1,1,0.6154,1,252,1,1,1,1,1,1,1,0.5044,260,8.6594,22.99,1,1,1,268971.81,0.1363,1,1,0.4383,0.6324,1,1,1,1,0
NCRB-SYNTH-106773,High Court,Sec 439 CrPC (Regular Bail),7,6,36,1,0,1,1,1,0,1,1,1,0.7278,1,239,1,1,1,1,1,1,1,0.699,158,7.2052,23.48,1,1,1,1994368.67,0.1164,1,9,0.1448,0.0629,3,1,1,0,1
NCRB-SYNTH-106790,High Court,Sec 439 CrPC (Regular Bail),1,7,58,1,0,1,1,1,0,1,1,1,0.5551,1,278,1,1,1,1,1,1,1,0.3096,260,8.1116,43.48,1,1,1,189218.47,0.1044,1,10,0.2303,0.096,3,1,1,1,0
NCRB-SYNTH-106829,Supreme Court,Sec 482 CrPC (Quashing),1,18,25,1,1,1,1,1,0,1,1,1,0.5492,1,218,1,1,1,1,1,1,1,0.8249,121,8.9297,80.47,1,1,1,514193.72,0.0042,1,2,0.579,0.527,1,1,1,1,0
NCRB-SYNTH-106838,Supreme Court,Sec 439 CrPC (Regular Bail),1,14,59,1,0,1,1,1,1,1,1,1,0.9087,1,286,1,1,1,1,1,1,1,0.5615,373,3.884,26.18,1,1,1,455349.55,0.1806,1,1,0.7265,1.0481,1,1,1,1,1
NCRB-SYNTH-106849,High Court,Writ Petition (Detention),1,5,24,0,0,1,1,1,0,1,1,1,0.99,1,221,1,1,1,1,1,1,1,0.7209,300,13.4962,18.92,1,1,1,178922.02,0.0792,1,1,0.8503,1.2267,1,1,1,1,1
NCRB-SYNTH-106857,High Court,Writ Petition (Detention),27,9,63,1,1,1,1,1,0,1,1,1,0.5685,1,148,0,0,1,1,1,1,1,0.4065,235,3.7084,47.74,1,1,1,2057924.9,0.1267,1,10,0.1614,0.0673,3,1,1,1,0
NCRB-SYNTH-106860,Trial Court,Sec 482 CrPC (Quashing),45,4,23,1,0,1,1,1,0,1,1,1,0.6463,1,211,0,0,1,1,1,1,1,0.3591,125,13.5709,75.82,1,1,1,1472117.13,0.1653,1,8,0.2265,0.1031,3,1,1,1,0
NCRB-SYNTH-106869,High Court,Sec 482 CrPC (Quashing),4,13,35,1,0,1,1,1,1,1,1,1,0.5524,1,143,1,0,1,1,1,1,1,0.5987,391,11.7616,33.75,1,1,1,1338290.47,0.1588,1,12,0.0848,0.0331,4,1,1,1,0
NCRB-SYNTH-106873,High Court,Writ Petition (Detention),4,9,49,1,1,1,1,1,1,1,1,1,0.6279,1,287,1,1,1,1,1,1,1,0.5566,340,9.3855,67.31,1,1,1,580477.34,0.1395,1,2,0.6592,0.6,1,1,1,1,0
NCRB-SYNTH-106904,High Court,Sec 439 CrPC (Regular Bail),2,12,27,1,0,1,1,1,0,1,1,1,0.7771,1,139,0,0,1,1,1,1,1,0.6005,175,5.7125,43.12,1,1,1,708244.29,0.0896,1,30,0.2637,0.0768,4,1,1,0,0
NCRB-SYNTH-106919,High Court,Sec 439 CrPC (Regular Bail),4,19,35,1,1,1,1,1,0,1,1,1,0.9088,1,292,1,1,1,1,1,1,1,0.6869,487,8.7475,75.32,1,1,1,2333343.01,0.0979,1,4,0.1817,0.1129,3,1,1,1,1
NCRB-SYNTH-106924,Supreme Court,Sec 439 CrPC (Regular Bail),1,10,27,1,0,1,1,1,1,1,1,1,0.4995,1,235,1,1,1,1,1,1,1,0.6991,224,9.2475,85.71,1,1,1,726280.49,0.1775,1,4,0.0836,0.0519,3,1,1,1,0
NCRB-SYNTH-106925,High Court,Sec 439 CrPC (Regular Bail),1,13,10,1,0,1,1,1,0,1,1,1,0.6086,1,122,0,0,1,1,1,1,1,0.5799,201,6.1456,39.63,1,1,1,752290.05,0.0598,1,5,0.1917,0.107,3,1,1,0,0
NCRB-SYNTH-106928,Trial Court,Sec 439 CrPC (Regular Bail),1,19,25,1,1,1,1,1,1,1,1,1,0.882,1,122,0,0,1,1,1,1,1,0.9028,150,6.2607,16.62,1,1,1,2479108.69,0.0464,1,43,0.0914,0.0242,4,1,1,0,0
NCRB-SYNTH-106929,High Court,Sec 482 CrPC (Quashing),1,6,30,1,1,1,1,1,1,1,1,1,0.9056,1,256,1,1,1,1,1,1,1,0.5673,407,7.9606,19.5,1,1,1,1646904.66,0.0092,1,9,0.0528,0.0229,3,1,1,1,1
NCRB-SYNTH-106930,High Court,Sec 439 CrPC (Regular Bail),1,10,75,1,0,1,1,1,0,1,1,1,0.7079,1,222,1,1,1,1,1,1,1,0.7645,459,13.0823,42.19,1,1,1,456711.29,0.0127,1,5,0.1978,0.1104,3,1,1,1,1
NCRB-SYNTH-106943,High Court,Sec 439 CrPC (Regular Bail),1,15,12,1,0,1,1,1,1,1,1,1,0.5361,1,151,1,1,1,1,1,1,1,0.9393,263,7.2524,65.28,1,1,1,1964359.27,0.0886,1,1,0.4628,0.6677,1,1,1,0,0
NCRB-SYNTH-106945,High Court,Sec 439 CrPC (Regular Bail),1,24,17,1,0,1,1,1,1,1,1,1,0.9497,1,296,1,0,1,1,1,1,1,0.6406,114,10.9862,28.11,1,1,1,2337581.3,0.0019,1,4,0.0689,0.0428,3,1,1,1,1
NCRB-SYNTH-106958,High Court,Sec 482 CrPC (Quashing),1,9,27,1,0,1,1,1,1,1,1,1,0.7682,1,283,1,1,1,1,1,1,1,0.7079,111,13.6022,31.55,1,1,1,1896310.94,0.0684,1,3,0.5413,0.3904,1,1,1,1,1
NCRB-SYNTH-106964,High Court,Writ Petition (Detention),1,4,34,1,0,1,1,1,0,1,1,1,0.7133,1,226,1,1,1,1,1,1,1,0.7733,221,12.2441,78.91,1,1,1,1585807.25,0.0505,1,17,0.2216,0.0767,4,1,1,1,1
NCRB-SYNTH-106969,High Court,Sec 439 CrPC (Regular Bail),1,8,27,1,0,1,1,1,0,1,1,1,0.9439,1,229,1,1,1,1,1,1,1,0.6371,126,9.4025,30.47,1,1,1,734600.77,0.1901,1,4,0.1071,0.0665,3,1,1,1,1
NCRB-SYNTH-106972,High Court,Sec 439 CrPC (Regular Bail),2,8,33,1,0,1,1,1,1,1,1,1,0.5331,1,208,1,1,1,1,1,1,1,0.8068,192,12.2728,36.42,1,1,1,138329.56,0.0614,1,6,0.209,0.1074,3,1,1,1,0
NCRB-SYNTH-106996,High Court,Sec 482 CrPC (Quashing),7,10,78,1,0,1,1,1,1,1,1,1,0.6325,1,208,1,1,1,1,1,1,1,0.6937,292,4.842,28.12,1,1,1,2165595.14,0.0705,1,1,0.5626,0.8117,1,1,1,1,0
NCRB-SYNTH-106997,Supreme Court,Sec 439 CrPC (Regular Bail),1,21,35,1,0,1,1,1,0,1,1,1,0.4506,1,274,1,1,1,1,1,1,1,0.7785,187,11.9284,37.59,1,1,1,1611025.99,0.055,1,9,0.1055,0.0458,3,1,1,1,0
NCRB-SYNTH-107000,High Court,Writ Petition (Detention),1,17,20,1,0,1,1,1,0,1,1,1,0.8335,1,276,1,1,1,1,1,1,1,0.6328,204,9.9979,26.76,1,1,1,2345205.19,0.1367,1,39,0.2059,0.0558,4,1,1,1,1
NCRB-SYNTH-107021,High Court,Trial Judgment,2,24,13,1,0,1,1,1,0,1,1,1,0.9771,1,274,1,1,1,1,1,1,1,0.5897,272,9.2856,50.38,1,1,1,1368854.13,0.1904,1,3,0.9181,0.6623,1,1,1,1,1
NCRB-SYNTH-107025,High Court,Sec 482 CrPC (Quashing),1,22,19,1,1,1,1,1,1,1,1,1,0.8072,1,113,1,1,1,1,1,1,1,0.7344,323,12.5764,72.1,1,1,1,804669.4,0.0345,1,12,0.2243,0.0875,4,1,1,0,1
NCRB-SYNTH-107031,Supreme Court,Writ Petition (Detention),2,6,21,1,1,1,1,1,0,1,1,1,0.7135,1,143,1,1,1,1,1,1,1,0.7952,306,12.6982,60.41,1,1,1,1639597.32,0.0019,1,21,0.2274,0.0736,4,1,1,1,1
NCRB-SYNTH-107033,High Court,Writ Petition (Detention),1,23,21,1,0,1,1,1,0,1,1,1,0.7953,1,290,1,1,1,1,1,1,1,0.9631,178,9.9322,69.89,1,1,1,1770615.73,0.0952,1,4,0.1842,0.1144,3,1,1,1,1
NCRB-SYNTH-107034,High Court,Sec 439 CrPC (Regular Bail),1,13,14,1,0,1,1,1,0,1,1,1,0.7447,1,287,1,1,1,1,1,1,1,0.6538,165,8.1282,29.84,1,1,1,1694154.72,0.0248,1,17,0.1392,0.0482,4,1,1,1,1
NCRB-SYNTH-107040,Supreme Court,Writ Petition (Detention),1,9,14,1,0,1,1,1,1,1,1,1,0.5722,1,141,1,0,1,1,1,1,1,0.8274,326,8.9603,53.39,1,1,1,1215788.28,0.1625,1,7,0.0959,0.0461,3,1,1,0,0
NCRB-SYNTH-107043,Supreme Court,Sec 439 CrPC (Regular Bail),2,6,32,0,0,1,1,1,0,1,1,1,0.9358,1,132,1,1,1,1,1,1,1,0.4233,288,6.7464,29.41,1,1,1,1547135.2,0.1195,1,8,0.1851,0.0843,3,1,1,0,1
NCRB-SYNTH-107063,Supreme Court,Sec 439 CrPC (Regular Bail),2,14,65,1,0,1,1,1,1,1,1,1,0.634,1,132,0,0,1,1,1,1,1,0.6508,166,12.5216,87.44,1,1,1,50458.86,0.1676,1,42,0.2483,0.066,4,1,1,1,0
NCRB-SYNTH-107066,High Court,Sec 482 CrPC (Quashing),1,6,55,1,0,1,1,1,0,1,1,1,0.6346,1,287,1,1,1,1,1,1,1,0.7271,128,7.2989,74.56,1,1,1,1249406.26,0.039,1,1,0.5361,0.7734,1,1,1,1,0
NCRB-SYNTH-107073,Supreme Court,Sec 439 CrPC (Regular Bail),1,19,11,1,0,1,1,1,0,1,1,1,0.6473,1,200,1,1,1,1,1,1,1,0.5578,355,10.8535,84.83,1,1,1,1500424.52,0.1365,1,1,0.7721,1.1139,1,1,1,1,0
NCRB-SYNTH-107077,High Court,Writ Petition (Detention),1,15,10,1,0,1,1,1,1,1,1,1,0.463,1,253,1,1,1,1,1,1,1,0.7349,166,5.1875,37.01,1,1,1,2493365.5,0.1807,1,11,0.1681,0.0676,3,1,1,1,0
NCRB-SYNTH-107078,Trial Court,Sec 482 CrPC (Quashing),1,17,22,0,0,1,1,1,0,1,1,1,0.7554,1,265,1,1,1,1,1,1,1,0.846,492,4.3929,28.04,1,1,1,1025547.06,0.019,1,10,0.2102,0.0877,3,1,1,1,1
