case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66c,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-106956,High Court,Sec 439 CrPC (Regular Bail),7,21,37,0,0,1,1,1,0,1,1,1,1,0.3918,1,75,1,1,1,0,0,1,1,0.9116,134,4.1477,59.05,1,1,1478407.19,0.1267,1,1,13.92,2,4,2,1,1,1,1,0,10,0.0891,0.0372,5,1,1,1,0
NCRB-SYNTH-106957,Trial Court,Sec 439 CrPC (Regular Bail),2,19,45,1,0,1,1,1,0,1,1,1,1,0.8198,1,75,0,0,1,1,1,0,1,0.4917,141,4.9835,111.07,1,1,684293.19,0.0529,0,1,12.6,5,2,3,1,1,1,1,0,11,0.1481,0.0596,5,1,1,0,0
NCRB-SYNTH-106961,High Court,Trial Judgment,1,15,53,1,0,1,1,1,0,1,1,1,1,0.5884,1,65,1,1,1,1,1,1,1,0.7963,95,4.5899,110.15,1,1,3431065.12,0.1058,1,1,8.86,2,1,5,0,1,1,1,0,11,0.1385,0.0558,3,1,1,0,0
NCRB-SYNTH-106962,Trial Court,Sec 439 CrPC (Regular Bail),1,23,12,1,0,1,1,1,1,1,1,1,1,0.5137,1,182,1,1,1,1,1,1,1,0.8976,82,3.9263,171.46,1,1,2053060.7,0.1282,0,1,12.93,2,1,7,1,1,1,1,0,6,0.244,0.1254,5,1,1,0,0
NCRB-SYNTH-106968,Trial Court,Sec 439 CrPC (Regular Bail),4,19,7,1,0,1,1,1,1,1,1,1,1,0.7787,0,147,1,1,1,1,1,0,1,0.7782,100,5.6676,68.71,1,1,1690467.28,0.0677,1,1,3.8,3,1,9,1,1,1,1,0,16,0.2654,0.0937,4,1,1,0,1
NCRB-SYNTH-106970,High Court,Sec 482 CrPC (Quashing),1,3,89,1,0,1,1,1,0,1,1,1,1,0.5516,1,137,1,1,1,1,0,1,1,0.6549,109,3.0992,183.59,1,1,3091543.52,0.0824,1,1,1.84,3,2,9,1,1,1,1,0,10,0.1384,0.0577,5,1,1,0,0
NCRB-SYNTH-106974,High Court,Sec 439 CrPC (Regular Bail),1,3,69,1,0,1,1,1,1,1,1,1,1,0.6813,1,51,1,1,1,0,1,1,1,0.537,63,5.4515,141.04,1,1,2496248.75,0.1374,0,1,13.64,3,2,2,1,1,1,1,0,36,0.2428,0.0672,4,1,1,1,1
NCRB-SYNTH-106975,Trial Court,Sec 439 CrPC (Regular Bail),2,25,89,0,0,1,1,1,0,1,1,1,1,0.9372,1,138,0,0,1,1,0,0,1,0.5077,45,7.5214,60.61,1,1,4182331.7,0.0095,0,1,5.78,2,2,3,1,1,1,1,0,8,0.0806,0.0367,5,1,1,0,0
NCRB-SYNTH-106976,High Court,Sec 439 CrPC (Regular Bail),15,25,76,1,0,1,1,1,0,1,1,1,1,0.7017,1,44,0,0,1,1,0,0,1,0.8295,113,5.9129,153.6,1,1,3579240.82,0.0516,0,1,7.28,4,2,9,1,1,1,1,0,3,0.8984,0.6481,1,1,1,0,0
NCRB-SYNTH-106982,High Court,Sec 439 CrPC (Regular Bail),7,10,57,1,0,1,1,1,0,1,1,1,1,0.6019,1,111,1,0,1,1,1,1,1,0.6535,92,6.7268,229.03,1,1,4006881.49,0.1497,0,1,1.93,1,1,7,0,1,1,1,0,29,0.1805,0.0531,4,1,1,0,1
NCRB-SYNTH-106987,Trial Court,Sec 482 CrPC (Quashing),4,21,13,1,0,1,1,1,0,1,1,1,1,0.6813,1,85,1,1,1,0,1,0,1,0.6073,86,3.8208,77.75,1,1,1217935.23,0.1956,0,1,7.74,3,3,8,1,1,1,1,0,15,0.2144,0.0773,4,1,1,0,1
NCRB-SYNTH-106988,Trial Court,Writ Petition (Detention),7,16,100,0,0,1,1,1,0,1,1,1,1,0.78,1,96,1,1,1,1,0,1,1,0.5876,90,6.8367,153.73,1,1,2981875.52,0.1028,0,1,16.77,3,3,7,1,1,1,1,0,6,0.196,0.1007,5,1,1,0,1
NCRB-SYNTH-107005,High Court,Sec 482 CrPC (Quashing),21,25,40,1,0,1,1,1,0,1,1,1,1,0.9214,1,72,1,1,1,1,0,1,1,0.7482,139,7.1415,242.47,1,1,1357552.27,0.1177,0,1,27.46,1,2,10,0,1,1,1,0,6,0.1892,0.0972,3,1,1,0,1
NCRB-SYNTH-107006,Trial Court,Sec 439 CrPC (Regular Bail),4,16,27,1,0,1,1,1,0,1,1,1,1,0.6432,1,22,1,1,1,1,1,0,1,0.5555,128,7.0845,208.98,1,1,846390.25,0.133,1,1,32.78,1,2,8,1,1,1,1,0,7,0.0683,0.0328,3,1,1,0,1
NCRB-SYNTH-107007,Trial Court,Sec 439 CrPC (Regular Bail),1,17,51,1,0,1,1,1,0,1,1,1,1,0.6657,1,21,0,0,1,1,1,1,1,0.696,143,5.6565,244.34,1,1,1467640.57,0.0296,1,1,13.19,4,1,6,1,1,1,1,0,9,0.1334,0.0579,5,1,1,1,0
NCRB-SYNTH-107015,Trial Court,Sec 482 CrPC (Quashing),1,6,59,1,0,1,1,1,0,1,1,1,1,0.7256,1,153,1,1,1,0,1,1,1,1.0,130,4.6836,263.51,1,1,913915.5,0.1575,1,1,7.21,1,4,2,0,1,1,1,0,8,0.0671,0.0305,5,1,1,1,1
NCRB-SYNTH-107019,High Court,Sec 439 CrPC (Regular Bail),2,9,98,0,0,1,1,1,0,1,1,1,1,0.7239,1,47,1,1,1,1,1,1,1,0.528,113,4.4036,151.29,1,1,1250025.54,0.123,1,1,6.97,3,4,5,1,1,1,1,0,7,0.2467,0.1186,5,1,1,1,1
NCRB-SYNTH-107026,High Court,Writ Petition (Detention),1,7,30,1,0,1,1,1,0,1,1,1,1,0.4151,1,97,1,1,1,1,1,1,1,0.5662,93,6.2866,200.36,1,1,3899524.45,0.0236,0,1,1.79,5,4,9,1,1,1,1,0,2,0.8114,0.7385,1,1,1,0,0
NCRB-SYNTH-107029,High Court,Sec 482 CrPC (Quashing),1,25,52,1,0,1,1,1,0,1,1,1,1,0.8032,1,36,1,1,1,1,1,1,1,0.7597,83,4.9874,62.65,1,1,2508121.73,0.052,0,1,2.24,3,3,6,1,1,1,1,0,30,0.3074,0.0895,4,1,1,0,1
NCRB-SYNTH-107035,High Court,Sec 439 CrPC (Regular Bail),2,8,34,1,0,1,1,1,0,1,1,1,1,0.7356,1,79,1,1,1,0,0,0,1,0.6685,108,5.9844,102.52,1,1,751302.42,0.1908,1,1,42.91,1,3,5,0,1,0,0,1,9,0.107,0.0465,5,1,1,0,1
NCRB-SYNTH-107038,Supreme Court,Sec 439 CrPC (Regular Bail),2,13,33,0,0,1,1,1,1,1,1,1,1,0.8765,0,122,1,0,1,0,1,1,1,0.6308,135,7.0944,163.56,1,1,351607.58,0.0682,1,1,4.15,3,4,9,1,1,0,0,1,13,0.2761,0.1046,4,1,1,1,1
NCRB-SYNTH-107039,High Court,Sec 482 CrPC (Quashing),1,24,58,1,0,1,1,1,0,1,1,1,1,0.6305,1,76,1,1,1,1,1,1,1,0.6351,81,4.1925,288.02,1,1,482340.34,0.062,0,1,4.28,4,3,10,1,1,1,1,0,2,0.481,0.4378,1,1,1,0,1
NCRB-SYNTH-107042,High Court,Sec 482 CrPC (Quashing),1,7,42,1,0,1,1,1,0,1,1,1,1,0.5404,1,113,1,1,1,1,1,0,1,0.5085,61,5.1699,263.85,1,1,2600406.72,0.0715,1,1,1.04,4,1,8,1,1,1,1,0,8,0.16,0.0728,5,1,1,0,0
NCRB-SYNTH-107046,Supreme Court,Sec 439 CrPC (Regular Bail),7,3,25,1,0,1,1,1,0,1,1,1,1,0.9196,0,183,1,1,1,1,0,0,1,0.742,125,6.0436,274.22,1,1,2837962.35,0.1286,0,1,29.04,5,1,9,1,1,1,1,0,8,0.2394,0.1089,5,1,1,0,1
NCRB-SYNTH-107050,Trial Court,Sec 482 CrPC (Quashing),2,14,92,1,0,1,1,1,1,1,1,1,1,0.5765,1,176,1,1,1,1,1,1,1,0.7334,132,5.0878,232.55,1,1,1301839.96,0.1381,1,1,15.61,4,2,2,1,1,1,1,0,5,0.1729,0.0965,5,1,1,0,0
NCRB-SYNTH-107052,High Court,Sec 439 CrPC (Regular Bail),7,22,38,1,0,1,1,1,0,1,1,1,1,0.5499,1,73,1,0,1,1,1,1,1,0.6302,133,6.7292,162.25,1,1,1832145.84,0.1662,1,1,8.48,4,1,9,1,1,1,1,0,11,0.1865,0.075,5,1,1,0,0
NCRB-SYNTH-107054,High Court,Sec 439 CrPC (Regular Bail),15,20,27,1,0,1,1,1,0,1,1,1,1,0.7489,1,61,0,0,1,1,0,1,1,0.5702,71,6.4718,132.63,1,1,3180941.16,0.0894,0,1,3.28,4,1,3,0,1,1,1,0,35,0.089,0.0248,4,1,1,1,0
NCRB-SYNTH-107055,High Court,Sec 439 CrPC (Regular Bail),1,22,82,1,0,1,1,1,1,1,1,1,1,0.5125,1,95,1,1,1,1,1,1,1,0.6661,59,3.9575,56.96,1,1,3234834.56,0.0551,0,1,11.93,4,1,10,0,1,1,1,0,8,0.2225,0.1013,3,1,1,0,0
NCRB-SYNTH-107062,High Court,Sec 439 CrPC (Regular Bail),2,15,73,1,0,1,1,1,1,1,1,1,1,0.4031,1,179,0,0,1,1,0,1,1,0.608,149,5.6815,209.43,1,1,2970519.26,0.1439,1,1,5.23,1,2,8,1,1,0,0,1,8,0.1199,0.0546,3,1,1,1,0
NCRB-SYNTH-107068,High Court,Sec 439 CrPC (Regular Bail),1,15,49,1,0,1,1,1,0,1,1,1,1,0.4435,1,17,1,1,1,1,0,1,1,0.6693,55,5.3899,274.91,1,1,3939859.18,0.0471,0,1,3.59,3,4,3,1,1,1,1,0,40,0.0911,0.0245,4,1,1,1,0
NCRB-SYNTH-107071,High Court,Sec 482 CrPC (Quashing),45,5,67,1,0,1,1,1,1,1,1,1,1,0.3806,0,57,1,1,1,1,0,1,1,0.7918,43,7.6874,200.39,1,1,479013.69,0.1671,1,1,14.9,4,1,6,1,1,1,1,0,9,0.1838,0.0798,3,1,1,0,0
NCRB-SYNTH-107072,High Court,Sec 439 CrPC (Regular Bail),1,23,12,1,0,1,1,1,0,1,1,1,1,0.6783,1,48,1,1,1,1,0,1,1,0.6976,93,4.1133,169.24,1,1,2295004.17,0.0692,1,1,1.64,5,4,7,1,1,0,0,1,4,0.1044,0.0648,3,1,1,1,1
NCRB-SYNTH-107075,Trial Court,Sec 482 CrPC (Quashing),1,9,11,1,0,1,1,1,0,1,1,1,1,0.5895,1,20,1,1,1,0,1,1,1,0.8362,121,5.126,183.76,1,1,2446812.0,0.0824,1,1,15.61,5,3,4,0,1,0,0,1,11,0.1768,0.0712,5,1,1,0,0
NCRB-SYNTH-107083,Trial Court,Sec 439 CrPC (Regular Bail),1,18,24,1,0,1,1,1,0,1,1,1,1,0.9104,1,160,0,0,1,1,1,1,1,0.6102,77,6.4551,160.59,1,1,1840698.67,0.0193,1,1,1.18,1,2,9,0,1,1,1,0,40,0.129,0.0347,4,1,1,1,0
NCRB-SYNTH-107084,High Court,Sec 439 CrPC (Regular Bail),4,18,68,1,0,1,1,1,0,1,1,1,1,0.4549,1,109,1,1,1,1,0,0,1,0.4126,103,5.5016,231.96,1,1,3406754.57,0.0095,1,1,8.07,4,4,5,1,1,0,0,1,11,0.2499,0.1006,5,1,1,1,0
NCRB-SYNTH-107095,Trial Court,Sec 439 CrPC (Regular Bail),15,11,33,1,0,1,1,1,0,1,1,1,1,0.4182,1,158,0,1,1,1,1,1,1,0.6628,116,6.6464,132.96,1,1,4027093.71,0.1819,1,1,8.44,1,3,5,1,1,0,0,1,39,0.2056,0.0557,4,1,1,0,0
NCRB-SYNTH-107110,Trial Court,Sec 439 CrPC (Regular Bail),4,8,16,1,0,1,1,1,1,1,1,1,1,0.4482,1,50,1,1,1,1,0,0,1,0.5344,50,5.5555,173.11,1,1,2021629.0,0.0908,1,1,11.81,2,2,10,0,1,1,1,0,29,0.2504,0.0736,4,1,1,1,0
NCRB-SYNTH-107113,Trial Court,Sec 439 CrPC (Regular Bail),1,4,26,0,0,1,1,1,0,1,1,1,1,0.7267,1,150,1,1,1,1,0,0,1,0.4049,66,3.7532,133.52,1,1,319198.32,0.0223,1,1,25.48,1,1,9,1,1,1,1,0,9,0.1921,0.0834,5,1,1,0,1
NCRB-SYNTH-107115,High Court,Sec 482 CrPC (Quashing),1,21,27,1,0,1,1,1,0,1,1,1,1,0.8036,1,139,1,1,1,1,1,1,1,0.7138,117,3.6787,171.44,1,1,600893.38,0.1343,1,1,9.93,2,1,6,1,1,1,1,0,30,0.1514,0.0441,4,1,1,1,1
NCRB-SYNTH-107123,Trial Court,Sec 439 CrPC (Regular Bail),1,20,49,1,0,1,1,1,0,1,1,1,1,0.5912,1,40,0,0,1,1,0,1,1,0.87,52,6.9305,97.16,1,1,4109346.02,0.1589,0,1,1.52,4,1,6,0,1,1,1,0,14,0.2715,0.1002,4,1,1,0,0
NCRB-SYNTH-107125,High Court,Trial Judgment,15,16,30,1,0,1,1,1,0,1,1,1,1,0.8115,1,18,1,1,1,1,0,0,1,0.6055,119,3.556,80.41,1,1,2634577.85,0.0753,0,1,17.3,1,4,8,1,1,1,1,0,41,0.2963,0.0793,4,1,1,0,1
NCRB-SYNTH-107126,High Court,Sec 439 CrPC (Regular Bail),1,4,32,1,0,1,1,1,1,1,1,1,1,0.6181,1,118,0,1,1,1,1,0,1,0.5846,85,6.5177,277.12,1,1,3457883.03,0.0566,1,1,16.25,3,4,6,0,1,1,1,0,4,0.1939,0.1205,5,1,1,1,0
NCRB-SYNTH-107132,Trial Court,Sec 482 CrPC (Quashing),4,6,59,1,0,1,1,1,0,1,1,1,1,0.5026,1,119,1,1,1,1,1,0,1,0.8141,127,6.6141,239.88,1,1,4409706.25,0.1763,1,1,1.38,2,3,5,1,1,1,1,0,6,0.1711,0.0879,5,1,1,1,0
NCRB-SYNTH-107135,Trial Court,Sec 482 CrPC (Quashing),1,23,77,1,0,1,1,1,0,1,1,1,1,0.8181,1,41,1,1,1,1,0,1,1,0.6852,52,7.2435,241.68,1,1,347818.0,0.0359,1,1,4.99,3,1,2,1,1,0,0,1,27,0.2722,0.0817,4,1,1,0,1
NCRB-SYNTH-107149,High Court,Sec 482 CrPC (Quashing),2,20,83,1,0,1,1,1,1,1,1,1,1,0.5555,1,39,1,1,1,1,1,0,1,0.7129,110,4.4918,155.16,1,1,2616007.78,0.1234,1,1,18.74,2,1,4,1,1,1,1,0,8,0.1471,0.067,5,1,1,1,0
NCRB-SYNTH-107157,High Court,Sec 482 CrPC (Quashing),1,3,50,1,0,1,1,1,0,1,1,1,1,0.8401,0,50,1,1,1,1,0,1,1,0.741,142,7.8117,201.03,1,1,668867.19,0.0319,0,1,1.49,5,4,7,1,1,1,1,0,9,0.1939,0.0842,3,1,1,0,1
NCRB-SYNTH-107158,Trial Court,Sec 439 CrPC (Regular Bail),1,6,82,1,0,1,1,1,1,1,1,1,1,0.4998,1,157,0,0,1,1,1,0,1,0.5554,122,6.3186,242.23,1,1,1961250.01,0.0977,1,1,27.71,4,2,4,0,1,1,1,0,6,0.0902,0.0463,3,1,1,0,0
NCRB-SYNTH-107162,Trial Court,Writ Petition (Detention),2,15,78,0,0,1,1,1,1,1,1,1,1,0.7197,1,113,1,1,1,1,0,0,1,0.605,142,4.9849,202.33,1,1,3688185.72,0.0348,1,1,23.97,3,4,9,1,1,0,0,1,11,0.1395,0.0562,5,1,1,1,1
NCRB-SYNTH-107168,Trial Court,Sec 482 CrPC (Quashing),1,4,24,1,0,1,1,1,1,1,1,1,1,0.7958,1,14,0,1,1,1,1,1,1,0.7996,146,3.3124,201.48,1,1,3336106.66,0.0472,1,1,17.63,2,1,10,1,1,1,1,0,9,0.1833,0.0796,5,1,1,0,0
NCRB-SYNTH-107171,Trial Court,Sec 439 CrPC (Regular Bail),1,8,39,1,0,1,1,1,0,1,1,1,1,0.5356,0,169,1,1,1,1,1,0,1,0.5723,141,3.7092,223.29,1,1,1245773.95,0.1232,1,1,12.11,2,3,6,1,1,1,1,0,12,0.232,0.0905,4,1,1,0,0
NCRB-SYNTH-107173,Trial Court,Sec 439 CrPC (Regular Bail),1,3,52,1,0,1,1,1,0,1,1,1,1,0.6259,0,96,1,1,1,1,1,1,1,0.7205,86,7.4429,48.19,1,1,4027788.68,0.0647,0,1,4.83,5,2,5,1,1,1,1,0,6,0.1504,0.0773,3,1,1,0,1
NCRB-SYNTH-107176,Trial Court,Sec 439 CrPC (Regular Bail),7,19,24,1,0,1,1,1,0,1,1,1,1,0.9586,1,87,1,1,1,0,1,1,1,0.7213,54,5.976,253.78,1,1,2402015.09,0.0764,1,1,11.06,1,1,7,1,1,1,1,0,8,0.1298,0.0591,5,1,1,1,1
NCRB-SYNTH-107180,High Court,Sec 439 CrPC (Regular Bail),7,24,7,1,0,1,1,1,0,1,1,1,1,0.5405,1,51,1,1,1,1,1,1,1,0.8272,125,5.0685,232.89,1,1,286626.92,0.1666,1,1,11.93,2,2,10,1,1,1,1,0,5,0.214,0.1194,5,1,1,0,0
NCRB-SYNTH-107182,Supreme Court,Writ Petition (Detention),1,3,72,1,0,1,1,1,1,1,1,1,1,0.5895,1,57,0,1,1,1,0,1,1,0.3332,122,6.4363,269.4,1,1,3318741.14,0.0538,1,1,7.97,3,2,3,0,1,1,1,0,11,0.1883,0.0758,5,1,1,0,0
NCRB-SYNTH-107188,High Court,Writ Petition (Detention),1,23,65,1,0,1,1,1,1,1,1,1,1,0.5432,1,20,0,0,1,1,1,1,1,0.5626,102,3.9514,171.82,1,1,371923.07,0.0552,1,1,19.15,2,3,4,1,1,1,1,0,9,0.0819,0.0356,5,1,1,0,0
NCRB-SYNTH-107189,High Court,Writ Petition (Detention),4,7,99,1,0,1,1,1,1,1,1,1,1,0.8251,1,126,1,1,1,1,1,1,1,0.5289,109,4.7816,51.65,1,1,3537921.11,0.0616,0,1,4.57,1,1,6,0,1,1,1,0,9,0.1166,0.0506,5,1,1,1,1
NCRB-SYNTH-107192,High Court,Sec 439 CrPC (Regular Bail),4,11,62,1,0,1,1,1,0,1,1,1,1,0.6569,1,119,1,1,1,1,1,0,1,0.8067,138,7.2631,241.06,1,1,3082818.66,0.0908,0,1,41.76,1,4,9,1,1,1,1,0,6,0.0721,0.0371,3,1,1,0,1
NCRB-SYNTH-107193,High Court,Writ Petition (Detention),27,16,33,1,1,1,1,1,0,1,1,1,1,0.7386,1,147,1,1,1,0,1,1,1,0.511,118,4.5667,89.33,1,1,3182454.7,0.1536,0,1,20.14,3,4,3,1,1,1,1,0,11,0.2037,0.082,5,1,1,0,1
NCRB-SYNTH-107196,Trial Court,Sec 439 CrPC (Regular Bail),15,7,88,1,0,1,1,1,0,1,1,1,1,0.7228,1,104,1,1,1,1,1,1,1,0.7214,129,7.143,91.3,1,1,2529544.63,0.0478,0,1,28.78,1,4,9,1,1,1,1,0,21,0.1796,0.0581,4,1,1,1,1
NCRB-SYNTH-107201,Trial Court,Sec 482 CrPC (Quashing),2,19,91,1,0,1,1,1,0,1,1,1,1,0.4743,1,64,1,0,1,1,1,1,1,0.8788,75,7.0272,136.83,1,1,3079599.7,0.0055,1,1,4.96,1,2,4,1,1,1,1,0,7,0.0835,0.0402,5,1,1,1,0
NCRB-SYNTH-107203,High Court,Trial Judgment,2,23,26,1,0,1,1,1,0,1,1,1,1,0.5676,1,20,1,1,1,0,1,1,1,0.7168,57,6.1427,127.36,1,1,3963158.88,0.0567,1,1,4.9,5,4,7,1,1,1,1,0,5,0.0663,0.037,5,1,1,0,0
NCRB-SYNTH-107208,High Court,Sec 439 CrPC (Regular Bail),1,14,90,1,0,1,1,1,0,1,1,1,1,0.5604,1,148,1,1,1,0,0,1,1,0.7712,45,6.8658,208.11,1,1,810050.91,0.0918,0,1,13.35,4,2,4,1,1,0,0,1,23,0.2373,0.0747,4,1,1,0,0
NCRB-SYNTH-107209,Trial Court,Sec 439 CrPC (Regular Bail),4,21,45,1,0,1,1,1,1,1,1,1,1,0.7417,1,108,1,1,1,1,1,0,1,0.5627,125,5.1716,135.83,1,1,2360419.91,0.0487,1,1,5.16,1,4,8,1,1,1,1,0,25,0.287,0.0881,4,1,1,0,1
NCRB-SYNTH-107211,Trial Court,Sec 439 CrPC (Regular Bail),1,21,67,1,0,1,1,1,1,1,1,1,1,0.6666,1,119,1,1,1,0,1,1,1,0.4688,119,3.2974,249.28,1,1,3748599.83,0.1993,1,1,32.61,5,2,7,1,1,1,1,0,10,0.1668,0.0696,5,1,1,1,1
NCRB-SYNTH-107214,High Court,Sec 439 CrPC (Regular Bail),1,14,42,1,0,1,1,1,0,1,1,1,1,0.5851,0,84,0,0,1,0,1,0,1,0.6568,67,6.902,185.37,1,1,417518.54,0.1744,0,1,9.52,5,2,9,1,1,1,1,0,11,0.2201,0.0886,3,1,1,1,0
NCRB-SYNTH-107230,Trial Court,Sec 439 CrPC (Regular Bail),1,17,11,1,0,1,1,1,0,1,1,1,1,0.6852,1,98,1,0,1,1,1,1,1,0.649,131,3.9597,151.89,1,1,748188.63,0.1759,0,1,15.68,5,2,10,1,1,1,1,0,3,0.5775,0.4166,1,1,1,0,1
NCRB-SYNTH-107232,Trial Court,Trial Judgment,1,4,28,1,0,1,1,1,0,1,1,1,1,0.5726,1,101,1,1,1,1,1,1,1,0.6539,74,7.1528,105.06,1,1,1369095.86,0.0849,1,1,3.94,1,2,9,1,1,1,1,0,14,0.126,0.0465,4,1,1,0,0
NCRB-SYNTH-107234,High Court,Sec 439 CrPC (Regular Bail),4,5,50,1,0,1,1,1,0,1,1,1,1,0.8458,1,132,1,1,1,1,0,1,1,0.8093,124,3.941,45.35,1,1,3083060.72,0.0597,0,1,9.66,2,2,8,1,1,1,1,0,3,0.7437,0.5365,1,1,1,0,1
NCRB-SYNTH-107236,High Court,Sec 439 CrPC (Regular Bail),4,3,29,0,0,1,1,1,1,1,1,1,1,0.4486,1,71,1,1,1,0,1,0,1,0.4157,108,3.3984,217.49,1,1,4429078.76,0.0326,0,1,6.58,4,2,4,1,1,1,1,0,16,0.1253,0.0442,4,1,1,0,0
NCRB-SYNTH-107240,High Court,Sec 439 CrPC (Regular Bail),7,23,82,1,0,1,1,1,1,1,1,1,1,0.8423,1,118,1,1,1,1,0,0,1,0.7404,132,5.3143,74.06,1,1,1214343.18,0.0976,1,1,20.82,4,1,2,1,1,1,1,0,5,0.0608,0.0339,3,1,1,0,1
NCRB-SYNTH-107244,High Court,Sec 439 CrPC (Regular Bail),7,20,71,1,0,1,1,1,1,1,1,1,1,0.5852,1,62,1,1,1,1,1,0,1,0.4455,103,4.5015,96.8,1,1,1383293.76,0.1618,1,1,18.95,4,1,4,1,1,1,1,0,7,0.2187,0.1052,5,1,1,0,0
NCRB-SYNTH-107260,High Court,Sec 482 CrPC (Quashing),2,24,89,1,0,1,1,1,0,1,1,1,1,0.6134,1,170,0,0,1,0,1,1,1,0.7209,45,3.055,245.12,1,1,3941202.5,0.1246,1,1,5.63,2,2,9,0,1,1,1,0,7,0.2245,0.1079,5,1,1,0,0
NCRB-SYNTH-107268,High Court,Sec 482 CrPC (Quashing),15,22,89,1,0,1,1,1,1,1,1,1,1,0.8853,1,111,1,1,1,1,1,1,1,0.4986,53,3.2737,245.35,1,1,2031374.86,0.0172,1,1,4.23,4,2,3,1,1,1,1,0,11,0.2246,0.0904,5,1,1,0,1
NCRB-SYNTH-107269,Trial Court,Sec 439 CrPC (Regular Bail),1,10,90,1,0,1,1,1,0,1,1,1,1,0.5623,1,111,0,0,1,1,0,1,1,0.7456,145,3.4227,178.75,1,1,4224741.35,0.0732,0,1,6.61,3,2,10,1,1,1,1,0,9,0.1118,0.0485,5,1,1,0,0
NCRB-SYNTH-107270,Trial Court,Sec 482 CrPC (Quashing),1,7,13,1,0,1,1,1,0,1,1,1,1,0.4719,1,105,1,1,1,1,0,1,1,0.7617,60,5.2098,166.48,1,1,645349.21,0.1386,1,1,1.62,1,2,3,1,1,1,1,0,11,0.2013,0.081,5,1,1,1,0
NCRB-SYNTH-107275,High Court,Sec 482 CrPC (Quashing),2,23,91,1,0,1,1,1,0,1,1,1,1,0.9191,1,133,1,1,1,1,1,1,1,0.6605,137,4.3297,151.07,1,1,1822123.41,0.1464,0,1,13.22,4,3,2,1,1,0,0,1,2,0.6206,0.5649,1,1,1,0,1
NCRB-SYNTH-107286,Trial Court,Sec 439 CrPC (Regular Bail),4,15,77,1,0,1,1,1,1,1,1,1,1,0.8337,0,52,1,1,1,1,1,0,1,0.6419,68,5.3719,133.12,1,1,3644502.71,0.0586,0,1,8.61,2,3,3,1,1,1,1,0,43,0.196,0.0518,4,1,1,0,1
NCRB-SYNTH-107287,Trial Court,Sec 439 CrPC (Regular Bail),2,12,100,1,0,1,1,1,0,1,1,1,1,0.5318,1,49,1,0,1,1,0,0,1,0.4752,82,5.2771,283.87,1,1,702531.47,0.0376,1,1,9.39,2,1,5,1,1,1,1,0,8,0.2066,0.094,5,1,1,1,0
NCRB-SYNTH-107294,Trial Court,Sec 439 CrPC (Regular Bail),2,12,94,1,0,1,1,1,0,1,1,1,1,0.8556,1,144,1,1,1,1,1,1,1,0.5889,142,4.5616,138.35,1,1,2892742.74,0.1007,0,1,12.73,5,4,3,1,1,1,1,0,8,0.2256,0.1027,3,1,1,0,1
NCRB-SYNTH-107298,Trial Court,Sec 439 CrPC (Regular Bail),4,23,8,1,0,1,1,1,0,1,1,1,1,0.615,1,161,0,0,1,1,1,1,1,0.7274,116,5.1183,77.81,1,1,1390529.58,0.0712,1,1,6.21,4,4,4,0,1,1,1,0,2,0.7544,0.6866,1,1,1,0,0
NCRB-SYNTH-107299,Trial Court,Sec 439 CrPC (Regular Bail),2,8,28,1,0,1,1,1,1,1,1,1,1,0.6101,1,128,1,0,1,1,1,0,1,0.7981,129,3.9872,129.09,1,1,3153936.77,0.0439,1,1,34.86,4,3,6,0,1,0,0,1,2,0.7582,0.6901,1,1,1,0,1
NCRB-SYNTH-107302,High Court,Sec 439 CrPC (Regular Bail),21,11,45,1,0,1,1,1,0,1,1,1,1,0.5182,0,68,0,1,1,1,1,1,1,0.4653,134,4.9908,151.48,1,1,1412641.45,0.0277,0,1,4.99,5,4,7,1,1,1,1,0,8,0.186,0.0847,3,1,1,0,0
NCRB-SYNTH-107312,Trial Court,Writ Petition (Detention),1,25,16,1,0,1,1,1,0,1,1,1,1,0.6623,1,147,1,1,1,1,1,0,1,0.807,105,7.7186,224.58,1,1,3133052.74,0.0897,1,1,8.05,5,4,9,1,1,1,1,0,27,0.1728,0.0519,4,1,1,0,1
