case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,internet_banking_software_targeted,banking_password_compromised,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,suspicious_credit_not_reported,bank_correction_request_absent,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fan_in_count,linked_beneficiary_account_count,it_act_66,it_act_66c,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-107057,High Court,Sec 439 CrPC (Regular Bail),7,4,43,0,0,1,1,1,0,1,1,1,0.4793,1,31,1,1,0.127,3,1.0,75.36,1,1,14972021.88,0.5894,1,1,1,1,1.41,21,5,1,1,1,39,0.2183,0.0592,4,1,1,0,0
NCRB-SYNTH-107064,Trial Court,Sec 439 CrPC (Regular Bail),21,6,77,1,0,1,1,1,0,1,1,1,0.6676,1,100,0,0,0.0,5,1.0986,40.1,1,1,11689028.09,0.3753,1,1,1,1,23.89,17,12,1,1,1,34,0.1877,0.0528,4,1,1,0,1
NCRB-SYNTH-107080,High Court,Sec 439 CrPC (Regular Bail),4,18,34,1,0,1,1,1,0,1,1,1,0.6391,1,167,0,0,0.1071,2,1.2207,56.04,1,1,3682534.24,0.7965,1,1,1,1,1.89,17,3,1,1,1,45,0.2041,0.0533,4,1,1,0,1
NCRB-SYNTH-107082,Trial Court,Sec 439 CrPC (Regular Bail),1,19,16,1,0,1,1,1,0,1,1,1,0.5393,1,108,1,1,0.0415,5,1.0,32.92,1,1,8982084.52,0.7737,1,1,1,1,25.57,12,3,1,1,1,21,0.1651,0.0534,4,1,1,1,0
NCRB-SYNTH-107097,High Court,Sec 482 CrPC (Quashing),1,7,59,1,0,1,1,1,1,1,1,1,0.5464,1,83,1,1,0.0979,3,1.0154,49.65,1,1,10261880.08,0.5825,1,1,1,1,13.96,15,12,1,1,1,23,0.1539,0.0484,4,1,1,0,0
NCRB-SYNTH-107111,High Court,Sec 439 CrPC (Regular Bail),21,5,88,0,0,1,1,1,0,1,1,1,0.6061,1,132,1,1,0.0566,7,1.1117,78.7,1,1,8354479.4,0.3821,1,1,1,1,1.05,8,7,1,1,1,28,0.3166,0.094,4,1,1,0,1
NCRB-SYNTH-107117,Trial Court,Sec 439 CrPC (Regular Bail),1,8,52,1,0,1,1,1,1,1,1,1,0.7217,1,156,0,1,0.0502,4,1.0,169.45,1,1,11330304.33,0.3191,1,1,1,1,29.04,18,9,1,1,1,3,0.8923,0.6437,1,1,1,0,1
NCRB-SYNTH-107136,High Court,Sec 439 CrPC (Regular Bail),7,25,73,1,0,1,1,1,0,1,1,1,0.5782,1,102,1,1,0.1315,9,1.1296,109.59,1,1,14681753.96,0.2396,1,1,1,1,8.37,24,15,1,1,1,14,0.1752,0.0647,4,1,1,0,0
NCRB-SYNTH-107143,Trial Court,Sec 439 CrPC (Regular Bail),2,8,6,1,0,1,1,1,1,1,1,1,0.743,1,127,1,0,0.1497,9,1.0,133.63,1,1,6956644.85,0.3474,1,1,1,1,21.67,19,13,1,1,1,31,0.2344,0.0676,4,1,1,0,1
NCRB-SYNTH-107146,Trial Court,Sec 439 CrPC (Regular Bail),7,11,32,1,0,1,1,1,1,1,1,1,0.6025,0,28,0,0,0.154,8,1.0,59.09,1,1,8124801.23,0.7708,1,1,1,1,7.6,12,7,1,1,1,30,0.3015,0.0878,4,1,1,0,1
NCRB-SYNTH-107147,Trial Court,Sec 482 CrPC (Quashing),2,22,81,0,0,1,1,1,0,1,1,1,0.7073,0,106,0,0,0.0469,1,1.1559,81.41,1,1,5763390.23,0.3976,1,1,1,1,13.01,12,14,1,1,1,37,0.2292,0.063,4,1,1,0,1
NCRB-SYNTH-107151,High Court,Sec 482 CrPC (Quashing),1,24,57,1,0,1,1,1,0,1,1,1,0.602,1,73,0,1,0.1055,5,1.2943,105.64,1,1,13274513.97,0.7562,1,1,1,1,6.12,10,12,1,1,1,21,0.1794,0.058,4,1,1,1,1
NCRB-SYNTH-107156,Trial Court,Sec 439 CrPC (Regular Bail),7,6,18,1,0,1,1,1,0,1,1,1,0.6239,1,27,1,1,0.0115,7,1.2942,97.35,1,1,7552058.17,0.8551,1,1,1,1,6.13,15,13,1,1,1,5,0.2154,0.1202,3,1,1,0,1
NCRB-SYNTH-107161,Trial Court,Sec 439 CrPC (Regular Bail),2,5,71,1,0,1,1,1,1,1,1,1,0.4579,1,85,0,0,0.0757,9,1.5189,34.88,1,1,6129085.26,0.6195,1,1,1,1,2.0,21,8,1,1,1,37,0.2859,0.0786,4,1,1,0,0
NCRB-SYNTH-107165,Trial Court,Sec 439 CrPC (Regular Bail),4,18,74,0,0,1,1,1,1,1,1,1,0.6127,1,73,0,0,0.07,3,1.1829,135.85,1,1,3395056.53,0.414,1,1,1,1,5.93,9,10,1,1,1,34,0.3061,0.0861,4,1,1,0,1
NCRB-SYNTH-107174,Trial Court,Sec 439 CrPC (Regular Bail),7,24,47,1,0,1,1,1,0,1,1,1,0.5561,1,35,1,1,0.1345,1,1.0471,45.78,1,1,13214598.75,0.7286,1,1,1,1,32.36,25,13,1,1,1,17,0.1226,0.0424,4,1,1,0,0
NCRB-SYNTH-107178,High Court,Trial Judgment,7,19,60,1,0,1,1,1,0,1,1,1,0.514,1,102,1,0,0.0744,5,1.0,100.59,1,1,14426141.22,0.6217,1,1,1,1,4.86,11,12,1,1,1,7,0.0664,0.0319,3,1,1,0,0
NCRB-SYNTH-107183,Supreme Court,Sec 482 CrPC (Quashing),2,18,15,1,0,1,1,1,1,1,1,1,0.4593,1,48,1,0,0.0039,2,1.3139,70.4,1,1,1256203.56,0.9349,1,1,1,1,34.35,3,4,1,1,1,26,0.179,0.0543,4,1,1,0,0
NCRB-SYNTH-107184,Trial Court,Sec 439 CrPC (Regular Bail),7,11,66,0,0,1,1,1,0,1,1,1,0.5652,1,112,1,1,0.0452,1,1.1307,163.01,1,1,4962414.82,0.9744,1,1,1,1,5.49,22,5,1,1,1,44,0.1296,0.0341,4,1,1,0,0
NCRB-SYNTH-107195,High Court,Sec 439 CrPC (Regular Bail),21,19,42,1,0,1,1,1,0,1,1,1,0.5702,1,53,1,1,0.0657,2,1.0,121.86,1,1,713142.93,0.5082,1,1,1,1,8.89,21,10,1,1,1,2,0.6787,0.6177,1,1,1,0,0
NCRB-SYNTH-107198,Trial Court,Sec 439 CrPC (Regular Bail),7,10,92,1,0,1,1,1,0,1,1,1,0.7797,1,34,0,0,0.1178,1,1.2344,121.77,1,1,2908865.37,0.2234,1,1,1,1,12.35,3,8,1,1,1,18,0.1493,0.0507,4,1,1,0,1
NCRB-SYNTH-107210,Trial Court,Trial Judgment,7,10,88,0,0,1,1,1,0,1,1,1,0.6132,1,111,1,1,0.0818,5,1.0502,110.83,1,1,672245.46,0.6387,1,1,1,1,2.19,8,4,1,1,1,38,0.2394,0.0654,4,1,1,0,1
NCRB-SYNTH-107218,Trial Court,Sec 439 CrPC (Regular Bail),15,13,54,1,1,1,1,1,0,1,1,1,0.909,1,16,1,1,0.0945,2,1.2434,137.84,1,1,12039350.24,0.7255,1,1,1,1,12.83,18,9,1,1,1,30,0.0814,0.0237,4,1,1,1,1
NCRB-SYNTH-107241,Supreme Court,Sec 439 CrPC (Regular Bail),15,21,33,1,0,1,1,1,0,1,1,1,0.9581,1,20,0,0,0.1204,7,1.2119,129.63,1,1,13070775.01,0.691,1,1,1,1,13.73,9,12,1,1,1,45,0.2188,0.0571,4,1,1,0,1
NCRB-SYNTH-107250,High Court,Sec 439 CrPC (Regular Bail),4,21,97,1,0,1,1,1,1,1,1,1,0.8821,1,122,1,1,0.154,6,1.2718,110.09,1,1,14537430.76,0.9698,1,1,1,1,27.88,18,10,1,1,1,9,0.1666,0.0723,3,1,1,0,1
NCRB-SYNTH-107259,High Court,Sec 439 CrPC (Regular Bail),45,12,84,1,0,1,1,1,1,1,1,1,0.65,1,158,1,1,0.0755,1,1.0391,35.93,1,1,4659187.67,0.643,1,1,1,1,8.23,15,10,1,1,1,43,0.23,0.0608,4,1,1,0,1
NCRB-SYNTH-107265,High Court,Writ Petition (Detention),1,21,26,1,0,1,1,1,0,1,1,1,0.6897,1,161,1,1,0.1371,5,1.1537,53.28,1,1,5661157.7,0.7195,1,1,1,1,6.21,19,10,1,1,1,2,0.8764,0.7977,1,1,1,1,1
NCRB-SYNTH-107279,Trial Court,Trial Judgment,45,10,53,1,0,1,1,1,0,1,1,1,0.7668,0,54,1,1,0.1457,8,1.1163,122.81,1,1,3860625.46,0.6838,1,1,1,1,20.52,17,11,1,1,1,3,0.8685,0.6265,1,1,1,1,1
NCRB-SYNTH-107290,Supreme Court,Sec 482 CrPC (Quashing),2,22,40,1,0,1,1,1,0,1,1,1,0.8069,1,49,0,1,0.0456,9,1.1694,155.57,1,1,7341131.86,0.9548,1,1,1,1,8.97,13,9,1,1,1,18,0.2912,0.0989,4,1,1,0,1
NCRB-SYNTH-107291,Trial Court,Sec 439 CrPC (Regular Bail),4,10,9,1,0,1,1,1,0,1,1,1,0.7002,1,173,0,0,0.0558,2,1.0941,140.77,1,1,13808004.6,0.9383,1,1,1,1,10.1,10,4,1,1,1,20,0.1249,0.041,4,1,1,0,1
NCRB-SYNTH-107307,Trial Court,Sec 439 CrPC (Regular Bail),15,6,18,1,0,1,1,1,0,1,1,1,0.9368,1,161,1,1,0.109,3,1.0,51.7,1,1,12476191.33,0.2565,1,1,1,1,11.02,22,6,1,1,1,13,0.1615,0.0612,4,1,1,0,1
NCRB-SYNTH-107309,Trial Court,Sec 439 CrPC (Regular Bail),2,3,95,1,0,1,1,1,1,1,1,1,0.7606,1,92,0,0,0.095,9,1.1898,104.63,1,1,8772081.65,0.9495,1,1,1,1,27.68,7,8,1,1,1,1,0.8013,1.156,1,1,1,0,1
NCRB-SYNTH-107324,Trial Court,Sec 439 CrPC (Regular Bail),2,9,42,1,0,1,1,1,1,1,1,1,0.4976,1,18,0,0,0.1374,7,1.0563,176.47,1,1,1749509.67,0.3139,1,1,1,1,28.2,4,3,1,1,1,1,0.5286,0.7626,1,1,1,0,0
NCRB-SYNTH-107328,Trial Court,Sec 439 CrPC (Regular Bail),7,7,100,0,0,1,1,1,0,1,1,1,0.5649,0,146,1,1,0.0545,4,1.0162,171.92,1,1,14631934.53,0.1799,1,1,1,1,37.45,24,14,1,1,1,2,0.4313,0.3925,1,1,1,0,0
NCRB-SYNTH-107349,High Court,Sec 439 CrPC (Regular Bail),7,13,70,1,1,1,1,1,1,1,1,1,0.9239,1,82,0,0,0.0591,1,1.0,131.7,1,1,5096610.35,0.3254,1,1,1,1,15.33,18,10,1,1,1,39,0.1674,0.0454,4,1,1,0,1
NCRB-SYNTH-107356,Trial Court,Sec 439 CrPC (Regular Bail),1,6,68,1,0,1,1,1,1,1,1,1,0.985,1,94,0,0,0.1165,6,1.1797,86.59,1,1,3088160.5,0.5407,1,1,1,1,3.7,13,12,1,1,1,45,0.101,0.0264,4,1,1,1,1
NCRB-SYNTH-107361,High Court,Sec 439 CrPC (Regular Bail),4,4,92,1,0,1,1,1,0,1,1,1,0.4836,1,27,0,1,0.1105,4,1.0694,47.8,1,1,14746034.43,0.8913,1,1,1,1,11.77,19,12,1,1,1,14,0.2606,0.0962,4,1,1,0,0
NCRB-SYNTH-107364,Trial Court,Trial Judgment,4,18,63,1,0,1,1,1,1,1,1,1,0.8984,1,66,0,0,0.0745,6,1.1476,51.09,1,1,4636369.57,0.8483,1,1,1,1,3.52,10,12,1,1,1,35,0.093,0.026,4,1,1,0,1
NCRB-SYNTH-107393,Supreme Court,Sec 482 CrPC (Quashing),2,9,61,1,0,1,1,1,0,1,1,1,0.7323,1,96,1,1,0.0498,8,1.0068,136.85,1,1,3127439.1,0.3538,1,1,1,1,5.09,21,5,1,1,1,23,0.2525,0.0795,4,1,1,1,1
NCRB-SYNTH-107414,Trial Court,Sec 439 CrPC (Regular Bail),4,9,6,1,0,1,1,1,0,1,1,1,0.6934,1,35,1,1,0.1078,7,1.1514,95.17,1,1,6075826.88,0.4308,1,1,1,1,4.53,6,5,1,1,1,26,0.2667,0.0809,4,1,1,0,1
NCRB-SYNTH-107420,High Court,Sec 439 CrPC (Regular Bail),2,25,58,1,0,1,1,1,0,1,1,1,0.6403,1,114,1,1,0.0617,1,1.273,113.34,1,1,6532179.76,0.1683,1,1,1,1,4.43,21,5,1,1,1,11,0.1894,0.0762,3,1,1,0,1
NCRB-SYNTH-107446,High Court,Sec 439 CrPC (Regular Bail),2,15,33,1,0,1,1,1,0,1,1,1,0.7384,1,114,1,1,0.0616,9,1.0,46.63,1,1,13346156.8,0.1525,1,1,1,1,9.71,14,13,1,1,1,41,0.3128,0.0837,4,1,1,1,1
NCRB-SYNTH-107467,Trial Court,Sec 439 CrPC (Regular Bail),7,14,81,1,0,1,1,1,0,1,1,1,0.7452,1,107,0,0,0.0613,3,1.133,162.75,1,1,4920714.44,0.6553,1,1,1,1,14.08,16,3,1,1,1,5,0.2359,0.1316,3,1,1,0,1
NCRB-SYNTH-107471,Trial Court,Sec 482 CrPC (Quashing),15,25,18,1,0,1,1,1,0,1,1,1,0.9842,1,68,1,1,0.0707,5,1.195,128.23,1,1,7221692.94,0.8733,1,1,1,1,11.63,16,11,1,1,1,36,0.0843,0.0233,4,1,1,0,1
NCRB-SYNTH-107490,Trial Court,Sec 482 CrPC (Quashing),4,25,82,1,0,1,1,1,0,1,1,1,0.9202,1,124,0,0,0.1208,7,1.2509,42.24,1,1,7046458.84,0.6742,1,1,1,1,29.43,9,10,1,1,1,18,0.0931,0.0316,4,1,1,0,1
NCRB-SYNTH-107502,Trial Court,Sec 439 CrPC (Regular Bail),1,19,62,1,0,1,1,1,0,1,1,1,0.5053,1,79,1,1,0.1242,1,1.1622,142.71,1,1,5649149.57,0.5816,1,1,1,1,2.9,11,13,1,1,1,41,0.1249,0.0334,4,1,1,0,0
NCRB-SYNTH-107511,Trial Court,Sec 439 CrPC (Regular Bail),7,18,7,1,0,1,1,1,0,1,1,1,0.7796,0,149,1,1,0.1212,6,1.0626,108.97,1,1,9242930.34,0.211,1,1,1,1,1.15,19,8,1,1,1,1,0.4999,0.7212,1,1,1,0,1
NCRB-SYNTH-107516,High Court,Sec 439 CrPC (Regular Bail),15,12,64,1,0,1,1,1,1,1,1,1,0.4511,0,170,0,1,0.0772,2,1.2588,153.67,1,1,1499091.3,0.9146,1,1,1,1,25.09,19,15,1,1,1,1,0.6118,0.8826,1,1,1,0,0
NCRB-SYNTH-107519,High Court,Sec 439 CrPC (Regular Bail),4,18,18,1,0,1,1,1,1,1,1,1,0.4249,1,62,0,0,0.0628,6,1.1605,84.27,1,1,5705883.93,0.3548,1,1,1,1,6.24,23,8,1,1,1,28,0.167,0.0496,4,1,1,0,0
NCRB-SYNTH-107524,High Court,Sec 439 CrPC (Regular Bail),4,18,14,1,1,1,1,1,0,1,1,1,0.9422,1,59,1,1,0.1321,9,1.1302,158.06,1,1,7049507.83,0.8033,1,1,1,1,6.97,19,15,1,1,1,22,0.1033,0.0329,4,1,1,0,1
NCRB-SYNTH-107535,Trial Court,Sec 439 CrPC (Regular Bail),45,18,92,1,0,1,1,1,0,1,1,1,0.6709,0,122,1,1,0.0545,4,1.0868,93.25,1,1,8993610.4,0.4226,1,1,1,1,3.55,14,9,1,1,1,21,0.2777,0.0898,4,1,1,0,1
NCRB-SYNTH-107536,High Court,Trial Judgment,7,25,38,1,0,1,1,1,1,1,1,1,0.7546,1,161,1,1,0.0,9,1.1042,46.44,1,1,1214923.37,0.514,1,1,1,1,9.11,5,13,1,1,1,17,0.1341,0.0464,4,1,1,0,1
NCRB-SYNTH-107537,Trial Court,Sec 482 CrPC (Quashing),15,20,92,1,0,1,1,1,0,1,1,1,0.659,1,170,1,1,0.0771,9,1.0319,50.41,1,1,7301606.11,0.6378,1,1,1,1,2.81,15,14,1,1,1,1,0.5365,0.774,1,1,1,0,1
NCRB-SYNTH-107547,Trial Court,Sec 439 CrPC (Regular Bail),7,7,16,1,0,1,1,1,1,1,1,1,0.4286,1,23,1,1,0.1209,2,1.1441,85.03,1,1,4722631.35,0.4592,1,1,1,1,3.64,15,15,1,1,1,44,0.2852,0.0749,4,1,1,0,0
NCRB-SYNTH-107549,Trial Court,Sec 439 CrPC (Regular Bail),2,8,5,1,0,1,1,1,1,1,1,1,0.8755,0,154,1,0,0.1488,5,1.1405,101.49,1,1,13373557.3,0.5119,1,1,1,1,6.81,5,11,1,1,1,11,0.105,0.0422,3,1,1,0,1
NCRB-SYNTH-107550,Trial Court,Sec 482 CrPC (Quashing),2,5,13,1,0,1,1,1,0,1,1,1,0.7195,1,80,1,1,0.0155,6,1.0999,154.41,1,1,12811126.64,0.2669,1,1,1,1,16.9,7,14,1,1,1,1,0.818,1.1802,1,1,1,0,1
NCRB-SYNTH-107560,High Court,Sec 439 CrPC (Regular Bail),7,16,67,1,0,1,1,1,0,1,1,1,0.7202,0,115,1,1,0.0483,5,1.0247,95.29,1,1,1228065.35,0.762,1,1,1,1,3.63,12,7,1,1,1,42,0.1652,0.0439,4,1,1,0,1
NCRB-SYNTH-107561,High Court,Sec 439 CrPC (Regular Bail),4,18,14,1,0,1,1,1,0,1,1,1,0.6956,1,175,1,1,0.0866,7,1.1809,58.45,1,1,1999540.17,0.644,1,1,1,1,12.89,5,5,1,1,1,8,0.1614,0.0735,3,1,1,0,1
NCRB-SYNTH-107564,High Court,Sec 482 CrPC (Quashing),4,10,47,1,0,1,1,1,0,1,1,1,0.6081,1,153,1,1,0.1218,8,1.1794,51.8,1,1,1598725.19,0.9958,1,1,1,1,2.74,13,4,1,1,1,34,0.1732,0.0487,4,1,1,0,1
NCRB-SYNTH-107569,High Court,Sec 439 CrPC (Regular Bail),1,6,71,1,0,1,1,1,1,1,1,1,0.9252,1,65,1,1,0.0534,4,1.2584,85.15,1,1,8122459.73,0.3583,1,1,1,1,2.45,4,13,1,1,1,31,0.2137,0.0617,4,1,1,1,1
NCRB-SYNTH-107574,Supreme Court,Sec 439 CrPC (Regular Bail),15,4,27,1,0,1,1,1,1,1,1,1,0.9325,1,159,1,0,0.139,9,1.0754,100.83,1,1,14737796.51,0.7317,1,1,1,1,5.86,12,11,1,1,1,45,0.145,0.0379,4,1,1,0,1
NCRB-SYNTH-107578,High Court,Sec 482 CrPC (Quashing),15,21,90,1,0,1,1,1,0,1,1,1,0.4527,1,109,1,1,0.021,5,1.1123,134.53,1,1,3557829.37,0.5017,1,1,1,1,21.66,20,7,1,1,1,29,0.1575,0.0463,4,1,1,1,0
NCRB-SYNTH-107580,High Court,Sec 439 CrPC (Regular Bail),4,23,79,1,0,1,1,1,1,1,1,1,0.4469,1,50,1,1,0.0399,9,1.0934,150.93,1,1,5574546.25,0.2864,1,1,1,1,42.0,14,6,1,1,1,1,0.7296,1.0525,1,1,1,0,0
NCRB-SYNTH-107588,Trial Court,Sec 439 CrPC (Regular Bail),7,16,16,1,0,1,1,1,0,1,1,1,0.5469,1,166,1,1,0.0241,7,1.0418,47.8,1,1,3976146.64,0.2972,1,1,1,1,8.03,20,8,1,1,1,9,0.2455,0.1066,3,1,1,0,0
NCRB-SYNTH-107592,Trial Court,Sec 482 CrPC (Quashing),2,20,93,1,0,1,1,1,0,1,1,1,0.711,1,53,1,0,0.0414,5,1.0422,110.64,1,1,14942024.09,0.5628,1,1,1,1,18.91,11,4,1,1,1,10,0.0672,0.028,3,1,1,0,1
NCRB-SYNTH-107593,High Court,Sec 482 CrPC (Quashing),4,21,92,1,0,1,1,1,1,1,1,1,0.7099,1,66,1,1,0.0148,4,1.1092,117.46,1,1,11278963.39,0.4367,1,1,1,1,3.66,19,11,1,1,1,9,0.1377,0.0598,3,1,1,0,1
NCRB-SYNTH-107618,Trial Court,Sec 439 CrPC (Regular Bail),4,15,72,1,0,1,1,1,0,1,1,1,0.7954,1,6,1,1,0.0749,5,1.0,38.37,1,1,14550684.62,0.5689,1,1,1,1,3.75,18,15,1,1,1,20,0.0981,0.0322,4,1,1,0,1
NCRB-SYNTH-107630,High Court,Sec 439 CrPC (Regular Bail),7,20,99,1,1,1,1,1,0,1,1,1,0.9613,0,73,0,0,0.0033,1,1.0107,144.32,1,1,7787685.04,0.4047,1,1,1,1,15.12,9,14,1,1,1,10,0.1263,0.0527,3,1,1,0,1
NCRB-SYNTH-107654,Trial Court,Trial Judgment,4,19,53,1,0,1,1,1,0,1,1,1,0.923,1,153,1,1,0.0662,2,1.0,72.52,1,1,751047.28,0.9652,1,1,1,1,1.39,11,10,1,1,1,41,0.1762,0.0471,4,1,1,0,1
NCRB-SYNTH-107655,High Court,Sec 482 CrPC (Quashing),4,22,90,1,0,1,1,1,0,1,1,1,0.6126,1,37,1,0,0.0376,8,1.2504,55.61,1,1,3590739.96,0.4167,1,1,1,1,31.06,22,9,1,1,1,3,0.485,0.3499,1,1,1,0,1
NCRB-SYNTH-107656,Supreme Court,Sec 482 CrPC (Quashing),2,16,97,1,1,1,1,1,0,1,1,1,0.6756,1,122,1,1,0.1199,9,1.1988,47.02,1,1,8538796.74,0.4792,1,1,1,1,5.6,17,7,1,1,1,8,0.0677,0.0308,3,1,1,0,1
NCRB-SYNTH-107657,Trial Court,Sec 482 CrPC (Quashing),1,4,81,1,0,1,1,1,0,1,1,1,0.5198,1,66,1,1,0.0003,1,1.1317,174.48,1,1,8836862.99,0.1573,1,1,1,1,11.07,15,9,1,1,1,9,0.1374,0.0597,3,1,1,1,0
NCRB-SYNTH-107663,High Court,Sec 439 CrPC (Regular Bail),21,17,26,1,0,1,1,1,1,1,1,1,0.5543,1,163,1,1,0.0643,9,1.1514,91.46,1,1,4341536.77,0.4409,1,1,1,1,1.37,9,12,1,1,1,1,0.6947,1.0023,1,1,1,0,0
NCRB-SYNTH-107671,High Court,Sec 439 CrPC (Regular Bail),1,23,13,1,0,1,1,1,0,1,1,1,0.477,1,15,0,0,0.1029,6,1.0,94.12,1,1,5834799.65,0.5455,1,1,1,1,18.89,18,5,1,1,1,39,0.1491,0.0404,4,1,1,1,0
NCRB-SYNTH-107677,Supreme Court,Sec 439 CrPC (Regular Bail),2,10,23,1,0,1,1,1,0,1,1,1,0.4407,1,66,1,0,0.0566,9,1.1416,121.2,1,1,1393728.42,0.694,1,1,1,1,7.25,24,4,1,1,1,1,0.7534,1.0869,1,1,1,0,0
NCRB-SYNTH-107686,Trial Court,Sec 439 CrPC (Regular Bail),4,9,24,1,0,1,1,1,0,1,1,1,0.5985,1,24,1,1,0.0674,3,1.2493,80.41,1,1,8741864.28,0.8359,1,1,1,1,3.97,7,12,1,1,1,3,0.7605,0.5486,1,1,1,0,0
NCRB-SYNTH-107687,High Court,Sec 439 CrPC (Regular Bail),2,4,98,1,0,1,1,1,0,1,1,1,0.5719,1,47,1,1,0.1236,9,1.0921,89.89,1,1,11053934.76,0.2095,1,1,1,1,21.02,12,13,1,1,1,26,0.3004,0.0911,4,1,1,1,0
NCRB-SYNTH-107690,Trial Court,Trial Judgment,4,13,39,1,0,1,1,1,0,1,1,1,0.7662,1,168,1,1,0.0464,2,1.0064,107.64,1,1,2377386.88,0.2656,1,1,1,1,2.49,25,12,1,1,1,6,0.0754,0.0388,3,1,1,0,1
NCRB-SYNTH-107702,High Court,Sec 482 CrPC (Quashing),4,17,87,1,0,1,1,1,0,1,1,1,0.422,1,33,0,0,0.0705,3,1.0835,75.53,1,1,14423882.98,0.9055,1,1,1,1,7.33,15,14,1,1,1,10,0.22,0.0917,3,1,1,0,0
NCRB-SYNTH-107708,High Court,Sec 482 CrPC (Quashing),2,14,50,1,0,1,1,1,1,1,1,1,0.4454,1,22,1,1,0.0,3,1.2683,78.25,1,1,12323703.49,0.8552,1,1,1,1,24.19,23,7,1,1,1,15,0.1274,0.046,4,1,1,0,0
NCRB-SYNTH-107710,High Court,Sec 482 CrPC (Quashing),1,25,14,1,0,1,1,1,1,1,1,1,0.5593,1,53,1,0,0.1328,9,1.0,93.02,1,1,9949704.09,0.2134,1,1,1,1,49.96,23,4,1,1,1,21,0.1879,0.0608,4,1,1,0,0
NCRB-SYNTH-107724,Trial Court,Writ Petition (Detention),2,5,96,1,0,1,1,1,0,1,1,1,0.9346,1,18,1,1,0.0391,9,1.0,66.85,1,1,14598651.18,0.2344,1,1,1,1,14.93,13,3,1,1,1,3,0.7802,0.5628,1,1,1,0,1
NCRB-SYNTH-107734,High Court,Trial Judgment,4,21,72,1,0,1,1,1,1,1,1,1,0.7882,1,144,1,1,0.1141,8,1.0053,57.27,1,1,6359141.65,0.5282,1,1,1,1,38.1,17,4,1,1,1,2,0.5447,0.4958,1,1,1,0,1
NCRB-SYNTH-107743,High Court,Sec 439 CrPC (Regular Bail),15,20,16,1,0,1,1,1,0,1,1,1,0.5463,1,159,1,0,0.1427,8,1.119,102.11,1,1,7034068.38,0.7191,1,1,1,1,26.95,17,14,1,1,1,13,0.2595,0.0983,4,1,1,0,0
NCRB-SYNTH-107748,Trial Court,Sec 439 CrPC (Regular Bail),2,14,75,1,0,1,1,1,0,1,1,1,0.8322,0,29,1,1,0.0947,4,1.049,129.24,1,1,8161802.9,0.8288,1,1,1,1,7.1,22,12,1,1,1,3,0.9328,0.6729,1,1,1,0,1
NCRB-SYNTH-107756,High Court,Sec 439 CrPC (Regular Bail),7,24,94,0,0,1,1,1,1,1,1,1,0.8317,1,106,1,1,0.0849,1,1.3593,137.48,1,1,10920405.14,0.2464,1,1,1,1,22.97,5,10,1,1,1,39,0.1551,0.042,4,1,1,0,1
NCRB-SYNTH-107764,High Court,Sec 482 CrPC (Quashing),7,22,16,1,0,1,1,1,0,1,1,1,0.6577,1,121,1,1,0.0826,9,1.0,100.06,1,1,4180364.6,0.3003,1,1,1,1,9.68,7,12,1,1,1,5,0.1397,0.078,3,1,1,0,1
NCRB-SYNTH-107770,Supreme Court,Sec 482 CrPC (Quashing),2,14,36,1,0,1,1,1,0,1,1,1,0.664,1,127,1,1,0.0824,6,1.1866,166.24,1,1,12765961.81,0.2172,1,1,1,1,7.08,21,13,1,1,1,38,0.0851,0.0232,4,1,1,0,1
NCRB-SYNTH-107772,High Court,Sec 439 CrPC (Regular Bail),7,24,15,1,0,1,1,1,0,1,1,1,0.7321,1,37,0,0,0.0243,2,1.0339,160.89,1,1,12163727.39,0.3378,1,1,1,1,8.09,18,7,1,1,1,9,0.206,0.0895,3,1,1,0,1
NCRB-SYNTH-107778,Trial Court,Sec 439 CrPC (Regular Bail),7,13,36,1,0,1,1,1,1,1,1,1,0.6918,0,154,0,1,0.1064,5,1.1109,84.86,1,1,9541382.79,0.3553,1,1,1,1,20.86,14,11,1,1,1,20,0.1174,0.0386,4,1,1,0,1
NCRB-SYNTH-107795,Trial Court,Trial Judgment,7,17,30,1,0,1,1,1,0,1,1,1,0.9208,1,66,1,1,0.0735,9,1.1832,80.38,1,1,5695944.19,0.2338,1,1,1,1,6.8,11,13,1,1,1,2,0.6827,0.6214,1,1,1,0,1
NCRB-SYNTH-107807,Trial Court,Sec 439 CrPC (Regular Bail),15,6,12,0,0,1,1,1,0,1,1,1,0.6155,1,156,1,1,0.1188,4,1.0,111.05,1,1,8105492.52,0.8734,1,1,1,1,20.53,12,3,1,1,1,1,0.527,0.7603,1,1,1,0,1
