case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-105931,Trial Court,Sec 439 CrPC (Regular Bail),2,1,2,0,1,0,0,1,0,1,0.9417,1,75,0,0,0.1662,7,1.0997,149.73,4676.24,0.0601,1,1,0,1,0,6,0,0,0,1,1,0,0,0,0,2,0.0808,0.0735,2,1,0
NCRB-SYNTH-105943,Trial Court,Sec 439 CrPC (Regular Bail),2,4,2,0,1,0,0,1,0,1,0.5148,1,103,0,1,0.1103,6,1.1347,34.77,39588.12,0.1174,1,0,1,1,1,3,0,1,1,0,1,0,1,1,0,2,0.019,0.0173,2,0,0
NCRB-SYNTH-105948,Trial Court,Sec 482 CrPC (Quashing),21,5,1,0,1,0,0,1,0,0,0.676,0,147,0,1,0.0399,5,1.3242,165.25,38552.61,0.0898,1,0,1,1,1,2,0,1,1,0,1,1,1,0,0,3,0.0819,0.0591,2,1,1
NCRB-SYNTH-105951,Trial Court,Writ Petition (Detention),1,2,2,0,1,0,0,1,0,0,0.9125,1,88,0,0,0.0188,3,1.0,39.79,44889.8,0.0749,1,1,1,1,1,3,0,0,0,1,0,1,1,0,0,2,0.0537,0.0489,2,1,0
NCRB-SYNTH-105952,Trial Court,Sec 439 CrPC (Regular Bail),4,3,1,0,1,0,0,1,0,0,0.7585,1,95,1,1,0.0976,4,1.0,114.4,11358.01,0.0494,1,1,1,1,0,3,0,0,0,1,1,1,1,0,0,2,0.0372,0.0339,2,1,0
NCRB-SYNTH-105955,Trial Court,Sec 482 CrPC (Quashing),4,2,1,1,1,0,1,1,0,0,0.8699,0,120,0,0,0.0498,4,1.1997,94.45,29219.27,0.1727,1,0,1,1,0,4,0,1,1,0,0,0,1,0,0,4,0.0626,0.0389,2,0,1
NCRB-SYNTH-105968,Trial Court,Sec 482 CrPC (Quashing),1,4,2,0,1,0,1,1,1,1,0.6723,0,152,1,1,0.076,8,1.2857,64.98,27421.85,0.0472,1,1,1,0,1,3,0,0,0,1,0,0,1,0,0,1,0.0571,0.0824,2,1,0
NCRB-SYNTH-105977,Trial Court,Sec 439 CrPC (Regular Bail),21,3,1,0,1,0,1,1,0,1,0.4234,1,41,0,0,0.0865,9,1.2837,124.4,5421.98,0.1863,1,1,1,1,1,2,1,0,0,1,1,0,0,0,1,1,0.0642,0.0927,2,1,0
NCRB-SYNTH-105978,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,0,1,1,0,1,0.4666,1,35,0,0,0.0378,4,1.1191,46.51,35862.23,0.1751,1,1,1,1,0,3,0,0,0,1,1,0,1,0,0,1,0.0249,0.0359,0,1,0
NCRB-SYNTH-105982,Trial Court,Writ Petition (Detention),4,5,2,0,1,1,0,1,0,1,0.7333,1,133,0,0,0.0532,8,1.1194,172.68,40824.69,0.0546,1,1,1,1,1,6,0,0,0,1,1,0,0,0,0,3,0.015,0.0109,2,1,0
NCRB-SYNTH-105984,High Court,Sec 482 CrPC (Quashing),2,4,1,0,1,0,0,1,0,0,0.4443,1,125,1,1,0.0352,1,1.1669,144.97,19814.63,0.0784,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2,0.0605,0.055,2,1,0
NCRB-SYNTH-105985,High Court,Sec 482 CrPC (Quashing),7,5,1,0,1,1,0,1,0,1,0.9111,1,154,1,1,0.0652,5,1.2881,39.19,33412.71,0.0751,1,0,0,1,1,4,0,0,0,1,0,1,1,0,0,4,0.0377,0.0234,2,1,0
NCRB-SYNTH-105986,High Court,Writ Petition (Detention),4,5,1,1,1,0,1,1,0,1,0.4511,0,42,0,0,0.1194,8,1.0,174.57,44060.67,0.1912,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,2,0.083,0.0755,2,1,0
NCRB-SYNTH-105991,High Court,Writ Petition (Detention),1,1,1,0,1,0,1,1,0,0,0.8589,1,61,0,0,0.0557,6,1.2902,126.47,37527.29,0.1063,1,0,1,0,0,2,1,0,0,1,1,1,1,1,0,3,0.0136,0.0098,2,1,0
NCRB-SYNTH-105995,Trial Court,Writ Petition (Detention),2,4,2,0,1,0,0,1,1,1,0.6863,1,99,0,0,0.04,1,1.1717,88.26,8678.7,0.156,1,0,1,1,1,2,0,1,1,0,1,0,0,0,0,3,0.0423,0.0305,0,0,1
NCRB-SYNTH-106000,Trial Court,Trial Judgment,1,5,1,0,1,0,0,1,0,1,0.685,1,179,0,0,0.0262,4,1.0261,55.76,39242.16,0.0292,1,1,1,1,1,4,1,0,0,1,0,0,0,0,0,4,0.0795,0.0494,2,1,0
NCRB-SYNTH-106002,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,0,1,1,0,0,0.5681,1,33,1,1,0.0804,4,1.195,47.93,40449.68,0.1631,1,0,1,1,1,6,0,0,0,1,1,0,0,0,1,4,0.0748,0.0465,2,1,0
NCRB-SYNTH-106005,Trial Court,Writ Petition (Detention),4,5,2,0,1,0,0,1,0,0,0.717,1,48,0,0,0.1392,4,1.0996,149.83,14475.99,0.1036,1,1,1,1,1,3,0,0,0,1,1,1,0,0,1,3,0.0888,0.0641,0,1,0
NCRB-SYNTH-106008,High Court,Writ Petition (Detention),1,2,1,0,1,0,1,1,0,0,0.6453,1,42,0,0,0.1592,4,1.0,152.9,35403.95,0.1131,1,0,1,1,1,4,0,1,1,0,1,0,0,0,0,2,0.0485,0.0441,0,1,0
NCRB-SYNTH-106017,Trial Court,Sec 439 CrPC (Regular Bail),7,3,1,0,1,0,1,1,0,0,0.4575,1,50,0,0,0.0851,5,1.0295,78.76,17404.97,0.1255,1,0,1,0,0,2,0,0,0,1,0,0,1,1,0,4,0.0402,0.025,2,1,0
NCRB-SYNTH-106020,Trial Court,Sec 482 CrPC (Quashing),1,4,2,1,1,0,0,1,0,1,0.7535,1,130,0,0,0.1283,7,1.2458,93.61,40908.57,0.0968,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,2,0.0278,0.0253,2,1,0
NCRB-SYNTH-106024,Trial Court,Sec 439 CrPC (Regular Bail),2,2,2,0,1,1,0,1,0,0,0.8654,1,124,0,0,0.065,7,1.0,44.84,18065.89,0.152,1,1,1,1,1,2,1,0,0,1,1,0,1,0,0,1,0.0194,0.028,2,1,0
NCRB-SYNTH-106025,High Court,Trial Judgment,1,4,2,0,1,1,0,1,0,1,0.7636,1,124,0,0,0.0732,2,1.0,86.49,22073.16,0.0153,1,1,1,1,1,2,0,0,0,1,0,1,0,0,0,1,0.0567,0.0819,2,1,0
NCRB-SYNTH-106028,High Court,Sec 439 CrPC (Regular Bail),2,5,2,1,1,0,1,1,0,1,0.5652,1,156,1,0,0.1779,3,1.2171,95.49,43865.28,0.143,1,1,1,1,1,2,0,0,0,1,1,1,0,0,0,3,0.0952,0.0687,2,1,0
NCRB-SYNTH-106030,Trial Court,Writ Petition (Detention),1,2,2,0,1,0,0,1,0,0,0.3692,1,85,1,1,0.0796,3,1.0,44.42,30797.16,0.1148,1,1,1,1,1,3,1,0,0,1,1,0,1,0,0,1,0.0883,0.1274,2,1,0
NCRB-SYNTH-106039,High Court,Sec 439 CrPC (Regular Bail),1,2,1,0,1,1,0,1,0,0,0.3807,0,31,1,1,0.0569,2,1.0,170.39,13863.82,0.1335,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0.0987,0.1424,2,0,0
NCRB-SYNTH-106042,Trial Court,Trial Judgment,2,3,2,0,1,0,0,1,1,1,0.5823,1,85,0,0,0.1119,7,1.2554,171.5,39458.77,0.141,0,1,1,1,1,3,1,0,0,1,0,1,0,0,0,4,0.0591,0.0367,2,1,0
NCRB-SYNTH-106044,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,1,1,0,1,0.5844,1,63,0,0,0.0,6,1.0,162.3,9278.71,0.0754,1,1,1,1,1,3,1,0,0,1,1,0,0,1,0,4,0.054,0.0335,2,1,0
NCRB-SYNTH-106047,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,1,1,1,1,0,0.8332,1,61,0,1,0.1678,9,1.0411,162.57,36769.05,0.0562,1,1,1,1,1,4,0,0,0,1,1,1,0,0,0,3,0.0768,0.0554,0,1,0
NCRB-SYNTH-106069,Trial Court,Sec 482 CrPC (Quashing),21,2,1,0,1,0,1,1,0,0,0.5998,1,137,0,0,0.0903,6,1.0723,71.66,44414.66,0.0078,1,1,1,1,0,2,1,0,0,1,1,1,1,0,1,1,0.0103,0.0149,0,1,0
NCRB-SYNTH-106073,Trial Court,Sec 482 CrPC (Quashing),1,2,2,0,1,0,0,1,0,0,0.8252,1,91,1,0,0.0004,9,1.0366,88.25,10237.14,0.0615,1,1,1,1,1,4,1,0,0,1,1,1,1,0,0,1,0.0694,0.1001,2,1,0
NCRB-SYNTH-106076,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,0,1,0,1,0.6142,1,168,1,1,0.0407,1,1.0612,39.28,25524.67,0.1576,1,1,1,0,1,3,0,0,0,1,0,0,0,0,0,4,0.0359,0.0223,2,1,0
NCRB-SYNTH-106090,High Court,Trial Judgment,1,1,1,0,1,0,0,1,0,0,0.5616,1,140,0,0,0.1585,4,1.0,150.26,3624.55,0.0658,0,0,1,1,1,2,0,1,1,0,0,1,1,0,1,4,0.0457,0.0284,2,1,0
NCRB-SYNTH-106097,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,0,0,1,1,1,0.5196,1,137,0,1,0.0917,7,1.2094,112.54,24033.45,0.0095,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,3,0.0902,0.0651,2,1,0
NCRB-SYNTH-106099,Trial Court,Sec 439 CrPC (Regular Bail),1,4,1,0,1,0,0,1,0,0,0.7324,1,47,1,1,0.1186,8,1.0,34.0,33683.36,0.0512,0,1,0,1,0,2,1,0,0,1,1,0,1,0,0,1,0.0736,0.1062,2,1,0
NCRB-SYNTH-106105,Trial Court,Writ Petition (Detention),1,4,1,0,1,0,0,1,0,1,0.5777,1,79,0,0,0.0702,6,1.3533,118.87,20034.91,0.0858,1,1,1,1,0,3,1,0,0,1,1,0,0,0,0,4,0.022,0.0136,2,1,0
NCRB-SYNTH-106106,Trial Court,Writ Petition (Detention),7,4,1,0,1,0,0,1,0,1,0.7058,1,96,0,0,0.0,8,1.0699,38.07,40193.07,0.1394,0,1,1,1,1,2,0,0,0,1,1,0,0,0,0,2,0.0794,0.0723,2,1,0
NCRB-SYNTH-106108,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,0,1,0,1,0.6587,1,144,1,1,0.0558,3,1.133,102.13,3046.12,0.0459,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,4,0.0566,0.0352,2,1,0
NCRB-SYNTH-106109,Trial Court,Writ Petition (Detention),2,4,2,0,1,0,0,1,0,0,0.4158,0,78,1,1,0.0621,2,1.0514,142.09,26621.58,0.004,1,0,1,1,0,3,1,1,1,0,1,1,0,0,1,1,0.0193,0.0278,0,1,0
NCRB-SYNTH-106121,Trial Court,Sec 439 CrPC (Regular Bail),2,5,2,0,1,0,1,1,0,1,0.8676,1,91,0,0,0.1183,3,1.046,55.86,42510.49,0.0494,1,1,1,1,1,2,1,0,0,1,0,1,0,0,1,2,0.0626,0.057,0,1,0
NCRB-SYNTH-106122,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,0,1,1,0,1,0.6745,1,14,0,0,0.113,1,1.254,136.05,44522.93,0.0239,1,1,1,0,1,3,0,0,0,1,1,1,1,0,1,4,0.0351,0.0218,0,1,0
NCRB-SYNTH-106123,Trial Court,Sec 439 CrPC (Regular Bail),4,4,1,0,1,0,0,1,0,1,0.4811,1,101,1,1,0.0,4,1.0,52.83,31065.77,0.035,0,0,1,1,0,2,0,0,0,1,1,1,0,0,0,1,0.0528,0.0762,2,1,0
NCRB-SYNTH-106129,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,1,1,0,0,1,0,1,0.6599,0,73,1,1,0.1228,7,1.1288,39.82,34599.62,0.0349,1,0,1,1,1,2,1,1,1,0,1,0,1,0,0,4,0.0904,0.0562,2,0,1
NCRB-SYNTH-106134,High Court,Sec 482 CrPC (Quashing),2,3,2,0,1,0,0,1,0,0,0.5682,1,114,0,0,0.1146,9,1.0,73.48,11111.12,0.0971,1,0,1,1,1,2,0,1,1,0,1,1,0,0,0,2,0.0471,0.0428,2,0,0
NCRB-SYNTH-106135,Trial Court,Writ Petition (Detention),1,3,2,0,1,0,0,1,0,0,0.9459,1,51,0,0,0.1045,9,1.1485,169.52,42755.7,0.0265,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,1,0.0802,0.1157,0,1,0
NCRB-SYNTH-106136,Trial Court,Sec 439 CrPC (Regular Bail),2,3,1,0,1,0,0,1,0,0,0.6609,1,149,0,1,0.1319,6,1.2018,136.62,20157.13,0.0678,1,1,1,0,1,2,0,0,0,1,1,1,0,1,0,4,0.0162,0.0101,2,1,0
NCRB-SYNTH-106143,Trial Court,Trial Judgment,1,3,2,0,1,0,0,1,0,0,0.5471,1,156,0,1,0.1428,8,1.0,126.39,37899.36,0.0055,1,1,1,1,1,3,1,0,0,1,1,0,0,0,0,1,0.0917,0.1323,2,1,0
NCRB-SYNTH-106146,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,0,1,0,0,0.728,1,82,0,0,0.1481,1,1.0,77.43,28301.73,0.1374,1,1,1,0,0,2,0,0,0,1,1,1,0,0,0,4,0.0126,0.0079,2,1,0
NCRB-SYNTH-106153,Trial Court,Writ Petition (Detention),1,4,2,0,1,0,0,1,0,0,0.7799,1,177,0,0,0.0901,7,1.0194,117.24,39817.57,0.0885,0,1,1,1,1,4,1,0,0,1,1,0,0,0,1,4,0.0134,0.0084,2,1,0
NCRB-SYNTH-106154,High Court,Writ Petition (Detention),27,5,1,1,1,0,1,1,1,1,0.7939,1,172,0,0,0.076,2,1.0,110.78,41831.06,0.1193,1,1,1,1,1,4,0,0,0,1,1,1,0,1,0,4,0.0503,0.0312,2,1,0
NCRB-SYNTH-106155,Trial Court,Sec 482 CrPC (Quashing),1,3,2,0,1,0,0,1,0,1,0.937,0,84,0,0,0.1059,5,1.0579,59.49,38569.59,0.0878,1,1,1,1,1,3,0,0,0,1,0,1,0,1,0,2,0.027,0.0246,2,1,0
NCRB-SYNTH-106156,Trial Court,Writ Petition (Detention),1,4,2,0,1,1,0,1,0,0,0.7236,1,122,0,0,0.131,9,1.2486,66.04,6653.82,0.0792,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0,2,0.0755,0.0687,2,1,0
NCRB-SYNTH-106159,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,0,1,1,0,0,0.8745,1,85,0,1,0.0165,8,1.0,83.63,7024.31,0.1834,1,0,1,0,1,2,0,1,1,0,1,1,0,0,0,2,0.0129,0.0117,0,0,1
NCRB-SYNTH-106161,Trial Court,Sec 439 CrPC (Regular Bail),2,2,2,0,1,0,0,1,0,0,0.5586,1,54,0,0,0.0101,9,1.0,173.24,6472.26,0.1229,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0.0266,0.0384,2,1,0
NCRB-SYNTH-106169,Trial Court,Sec 482 CrPC (Quashing),4,2,2,1,1,0,1,1,0,0,0.4415,1,113,1,1,0.0089,6,1.0976,146.34,12663.68,0.1425,0,1,1,1,1,3,0,0,0,1,1,0,1,0,0,3,0.0725,0.0523,2,1,0
NCRB-SYNTH-106170,Trial Court,Sec 482 CrPC (Quashing),2,1,1,0,1,1,0,1,0,0,0.6325,0,11,0,0,0.0846,3,1.1144,90.34,41064.56,0.144,1,1,1,1,1,2,1,0,0,1,1,0,1,0,0,3,0.0679,0.049,2,1,0
NCRB-SYNTH-106171,Trial Court,Writ Petition (Detention),1,1,2,0,1,0,0,1,0,0,0.9411,1,134,1,1,0.0416,3,1.2659,78.81,23963.22,0.0823,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,2,0.0775,0.0705,2,1,0
NCRB-SYNTH-106173,High Court,Trial Judgment,1,3,2,0,1,0,1,1,0,0,0.6757,1,156,0,0,0.0764,5,1.0392,60.28,6137.89,0.0979,1,1,0,1,1,2,0,0,0,1,0,0,0,0,0,2,0.0443,0.0403,2,1,0
NCRB-SYNTH-106178,Trial Court,Sec 439 CrPC (Regular Bail),4,3,2,0,1,1,1,1,0,1,0.4642,0,152,0,0,0.0745,7,1.2125,167.01,26345.36,0.1533,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0.044,0.0635,0,1,0
NCRB-SYNTH-106179,High Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,0,1,0,0,0.7116,1,28,0,0,0.052,9,1.0256,131.14,26001.35,0.0571,1,1,1,1,1,3,0,0,0,1,1,1,0,0,0,4,0.0937,0.0582,0,1,0
NCRB-SYNTH-106183,High Court,Sec 482 CrPC (Quashing),1,4,1,0,1,0,1,1,0,1,0.8002,0,16,1,1,0.1052,4,1.1633,46.76,39194.72,0.0717,1,1,1,0,1,3,0,0,0,1,1,0,0,0,0,2,0.0203,0.0185,2,1,0
NCRB-SYNTH-106185,High Court,Sec 439 CrPC (Regular Bail),21,2,2,0,1,1,0,1,0,1,0.6823,0,74,1,0,0.0883,2,1.3886,91.5,14543.52,0.1684,1,1,0,1,1,3,0,0,0,1,1,1,1,1,0,1,0.045,0.065,2,1,0
NCRB-SYNTH-106189,Trial Court,Sec 482 CrPC (Quashing),1,4,1,0,1,0,1,1,0,1,0.562,0,138,1,1,0.0842,4,1.0,51.56,32861.26,0.1933,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,3,0.0566,0.0408,2,1,0
NCRB-SYNTH-106190,Trial Court,Sec 482 CrPC (Quashing),1,4,2,0,1,1,0,1,0,0,0.8486,1,77,0,0,0.0932,3,1.0511,160.92,6102.83,0.1149,1,1,1,1,0,3,0,0,0,1,0,0,0,0,0,3,0.0954,0.0688,2,1,0
NCRB-SYNTH-106196,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,1,1,0,0,0.3431,1,86,0,0,0.0703,8,1.1791,150.72,33989.4,0.043,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,4,0.0836,0.052,2,1,0
NCRB-SYNTH-106200,Trial Court,Sec 439 CrPC (Regular Bail),21,1,1,0,1,0,0,1,0,0,0.7108,1,137,1,1,0.0533,5,1.0,69.83,33901.8,0.1836,1,1,0,1,0,4,1,0,0,1,1,1,0,0,0,2,0.0852,0.0776,2,1,0
NCRB-SYNTH-106205,High Court,Sec 482 CrPC (Quashing),1,3,2,1,1,0,1,1,0,0,0.4522,0,97,0,0,0.0514,1,1.0527,86.29,8287.15,0.0175,1,1,1,1,0,2,0,0,0,1,1,1,1,0,0,3,0.0436,0.0314,2,1,0
NCRB-SYNTH-106210,Trial Court,Writ Petition (Detention),27,1,2,0,1,0,1,1,0,1,0.7002,1,26,0,1,0.0453,5,1.1884,90.78,5482.64,0.0774,1,1,1,1,0,3,1,0,0,1,1,0,0,0,0,3,0.0668,0.0482,2,1,0
NCRB-SYNTH-106212,Trial Court,Sec 482 CrPC (Quashing),4,5,1,0,1,0,0,1,0,1,0.9011,0,82,0,0,0.0575,6,1.1423,163.48,6908.27,0.1704,0,1,1,1,1,2,0,0,0,1,1,0,0,0,0,1,0.0379,0.0547,2,1,0
NCRB-SYNTH-106217,Trial Court,Sec 482 CrPC (Quashing),1,1,1,0,1,0,0,1,1,0,0.7573,1,110,0,0,0.0,9,1.1197,116.09,12445.35,0.1925,1,1,1,1,1,2,1,0,0,1,1,0,0,0,0,1,0.0488,0.0704,2,1,0
NCRB-SYNTH-106220,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,0,1,0,0,0.4829,1,51,0,0,0.1106,9,1.0,169.87,17738.32,0.1103,0,1,1,1,0,3,0,0,0,1,1,1,0,0,0,3,0.0192,0.0139,2,1,0
NCRB-SYNTH-106223,Trial Court,Trial Judgment,2,2,2,0,1,0,0,1,0,0,0.8679,1,37,1,1,0.0876,8,1.2971,37.68,11957.4,0.0551,1,0,0,1,1,2,0,1,1,0,1,1,1,0,1,4,0.0415,0.0258,2,0,1
NCRB-SYNTH-106225,Trial Court,Writ Petition (Detention),1,4,1,0,1,0,1,1,0,0,0.8871,1,166,0,1,0.0647,9,1.1053,63.82,44888.2,0.0438,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,4,0.0151,0.0094,2,1,0
NCRB-SYNTH-106227,Trial Court,Writ Petition (Detention),7,4,1,0,1,0,0,1,0,0,0.7357,1,144,1,1,0.0872,5,1.0,169.31,18330.45,0.1003,1,0,0,1,0,2,0,1,1,0,0,1,0,0,0,1,0.096,0.1385,2,1,1
NCRB-SYNTH-106234,Trial Court,Writ Petition (Detention),2,2,2,0,1,0,0,1,0,0,0.7165,1,23,1,1,0.1074,2,1.1024,84.69,6693.44,0.1547,0,1,1,1,1,5,1,0,0,1,0,0,0,0,0,2,0.0341,0.031,2,1,0
NCRB-SYNTH-106242,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,1,1,0,1,0.7034,1,56,0,0,0.0694,2,1.1466,151.67,13829.43,0.109,1,1,0,1,0,6,1,0,0,1,0,1,0,0,0,3,0.092,0.0664,2,1,0
NCRB-SYNTH-106247,Trial Court,Sec 482 CrPC (Quashing),1,3,1,0,1,0,1,1,0,1,0.5974,1,73,1,1,0.02,7,1.0347,124.96,16044.03,0.1864,1,1,0,1,1,2,1,0,0,1,0,0,1,0,0,4,0.0876,0.0545,2,1,0
NCRB-SYNTH-106250,Trial Court,Sec 439 CrPC (Regular Bail),15,2,2,0,1,1,1,1,1,1,0.5043,1,167,0,0,0.0713,6,1.0509,78.76,44415.82,0.0605,1,1,1,1,1,3,1,0,0,1,0,0,0,0,0,3,0.0167,0.0121,2,1,0
NCRB-SYNTH-106252,Trial Court,Writ Petition (Detention),4,2,1,0,1,1,0,1,0,0,0.768,1,71,0,0,0.1254,6,1.0995,84.95,44913.53,0.0609,1,1,0,1,1,6,1,0,0,1,0,0,1,0,1,1,0.0187,0.027,2,1,0
NCRB-SYNTH-106254,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,0,1,1,0,1,0.7086,1,83,0,0,0.0988,4,1.199,86.68,7027.87,0.0881,1,1,1,1,1,4,0,0,0,1,0,0,0,1,0,1,0.0135,0.0195,2,1,0
NCRB-SYNTH-106261,High Court,Trial Judgment,1,1,2,0,1,0,0,1,0,1,0.5011,1,134,0,0,0.0718,6,1.0813,110.88,8821.16,0.1098,1,1,1,1,1,2,0,0,0,1,0,0,1,0,0,2,0.0587,0.0534,0,1,0
NCRB-SYNTH-106263,High Court,Trial Judgment,1,3,2,0,1,0,0,1,0,0,0.4056,1,161,0,0,0.0935,6,1.0649,38.65,23737.08,0.0401,1,1,1,1,1,3,0,0,0,1,1,0,0,0,0,3,0.0781,0.0563,2,1,0
NCRB-SYNTH-106268,High Court,Trial Judgment,1,3,2,0,1,0,1,1,0,0,0.467,1,48,0,1,0.0459,4,1.2263,126.45,37872.08,0.1606,1,1,1,1,1,4,0,0,0,1,1,1,0,0,1,1,0.0147,0.0213,0,1,0
NCRB-SYNTH-106273,Trial Court,Sec 439 CrPC (Regular Bail),2,5,2,0,1,1,0,1,0,1,0.696,1,112,0,0,0.0595,4,1.0857,96.01,28268.51,0.1499,1,1,1,1,0,4,0,0,0,1,1,0,0,1,0,3,0.0178,0.0128,2,1,0
NCRB-SYNTH-106280,High Court,Trial Judgment,1,5,1,0,1,0,0,1,0,1,0.734,1,46,0,0,0.0986,6,1.0,173.2,28655.75,0.1568,0,1,1,1,0,2,0,0,0,1,0,0,1,0,0,2,0.0338,0.0308,2,1,0
NCRB-SYNTH-106291,High Court,Writ Petition (Detention),1,4,1,0,1,1,1,1,0,1,0.9316,1,156,0,1,0.0534,1,1.1445,158.25,25415.96,0.1786,1,0,1,1,0,3,0,1,1,0,1,1,1,1,1,1,0.0965,0.1393,2,0,1
NCRB-SYNTH-106298,High Court,Writ Petition (Detention),1,3,1,0,1,1,1,1,0,0,0.7139,1,126,0,0,0.0,7,1.2434,139.49,26740.86,0.0207,1,1,1,1,1,3,0,0,0,1,1,1,1,1,0,4,0.0528,0.0328,0,1,0
NCRB-SYNTH-106320,Trial Court,Writ Petition (Detention),1,2,1,1,1,0,1,1,0,1,0.7169,1,57,1,1,0.1118,7,1.122,39.57,35614.48,0.092,0,1,1,1,1,3,0,0,0,1,1,0,0,0,0,2,0.0103,0.0094,2,1,0
NCRB-SYNTH-106325,High Court,Sec 439 CrPC (Regular Bail),4,3,1,0,1,0,0,1,1,1,0.973,1,126,0,0,0.0615,3,1.0944,98.31,42507.15,0.1217,1,1,1,0,0,2,1,0,0,1,1,1,1,0,0,2,0.0225,0.0204,2,1,0
NCRB-SYNTH-106326,Trial Court,Trial Judgment,27,2,2,0,1,1,1,1,1,1,0.4611,0,119,1,1,0.1302,2,1.2898,32.6,36487.13,0.0548,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,3,0.0905,0.0653,2,1,0
NCRB-SYNTH-106330,Trial Court,Writ Petition (Detention),1,1,2,0,1,0,0,1,0,0,0.5749,0,66,1,1,0.0251,9,1.0265,78.25,29927.39,0.1734,1,1,1,0,1,4,0,0,0,1,1,0,0,0,0,1,0.032,0.0461,2,1,0
NCRB-SYNTH-106331,Trial Court,Sec 439 CrPC (Regular Bail),2,4,1,0,1,1,0,1,0,0,0.5969,1,40,0,0,0.0745,9,1.0,149.06,16171.17,0.1245,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0.0907,0.1309,2,1,0
NCRB-SYNTH-106337,Trial Court,Sec 439 CrPC (Regular Bail),15,5,2,0,1,0,0,1,0,1,0.8886,1,84,1,1,0.0662,2,1.0207,115.08,8408.5,0.0513,1,1,1,0,0,3,0,0,0,1,0,0,0,0,1,4,0.0102,0.0064,2,1,0
NCRB-SYNTH-106338,Trial Court,Trial Judgment,4,5,1,0,1,0,0,1,0,0,0.6176,0,47,0,0,0.1404,5,1.0,57.42,28240.12,0.0879,1,1,1,1,0,5,0,0,0,1,0,1,1,0,0,2,0.0525,0.0478,2,1,0
NCRB-SYNTH-106346,Trial Court,Sec 439 CrPC (Regular Bail),2,4,2,0,1,1,1,1,0,0,0.4692,1,42,1,1,0.1047,7,1.1788,133.44,9670.37,0.0421,1,1,1,1,0,3,0,0,0,1,1,0,0,0,0,2,0.0609,0.0554,2,1,0
NCRB-SYNTH-106351,Trial Court,Trial Judgment,1,5,1,0,1,0,0,1,0,1,0.6807,1,155,0,0,0.0528,4,1.0616,45.2,13724.58,0.0275,1,1,1,1,0,2,0,0,0,1,1,1,1,0,0,1,0.0975,0.1407,2,1,0
NCRB-SYNTH-106353,High Court,Sec 482 CrPC (Quashing),2,2,1,0,1,0,0,1,0,0,0.8882,1,81,0,1,0.0413,4,1.1628,177.72,30290.08,0.1016,1,1,1,1,0,3,1,0,0,1,0,0,1,0,1,1,0.043,0.062,2,1,0
