case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,financial_fraud_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,it_act_66d,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_411,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-106460,Trial Court,Writ Petition (Detention),45,3,1,0,1,1,1,0,1,1,1,1,0.6023,1,135,0,0,0.061,5,1.1137,156.11,1,54995.88,0.1171,1,1,0,0,3,0.0846,0.061,2,1,0
NCRB-SYNTH-106461,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,0,1,1,1,1,0,0.5448,1,170,1,1,0.0853,2,1.2553,112.23,0,112809.42,0.1207,1,1,0,1,24,0.2669,0.0829,4,1,0
NCRB-SYNTH-106464,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,1,1,1,1,1,1,0.5934,1,98,0,1,0.0721,3,1.1506,116.4,0,56102.32,0.0846,1,1,0,1,41,0.1975,0.0528,4,1,0
NCRB-SYNTH-106492,High Court,Sec 482 CrPC (Quashing),1,2,1,0,1,1,0,1,1,1,1,1,0.7774,1,150,0,0,0.1114,1,1.0,61.31,1,121808.88,0.0665,1,1,0,0,23,0.1108,0.0349,4,1,1
NCRB-SYNTH-106494,High Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,1,1,0,1,1,1,1,0.7534,1,93,0,0,0.0897,9,1.1968,174.35,1,123792.65,0.1695,1,1,0,1,19,0.3111,0.1038,4,1,1
NCRB-SYNTH-106499,High Court,Writ Petition (Detention),2,1,1,0,1,1,0,1,1,1,1,1,0.9116,1,35,1,1,0.1066,9,1.0354,125.7,1,38364.6,0.15,0,0,1,0,2,0.0301,0.0274,2,1,1
NCRB-SYNTH-106501,Trial Court,Sec 439 CrPC (Regular Bail),2,5,2,0,1,1,0,1,1,1,1,1,0.4106,1,36,0,0,0.0317,5,1.0792,66.86,0,124337.94,0.0689,1,1,0,1,2,0.0728,0.0663,2,1,0
NCRB-SYNTH-106516,High Court,Trial Judgment,1,3,2,0,1,1,0,0,1,1,1,1,0.6487,0,29,0,0,0.1283,6,1.1215,65.65,0,37490.68,0.1124,1,1,0,1,7,0.2211,0.1063,5,1,0
NCRB-SYNTH-106521,Trial Court,Sec 439 CrPC (Regular Bail),1,4,1,0,1,1,1,0,1,1,1,0,0.4912,1,138,0,0,0.0917,4,1.0439,74.67,1,68919.39,0.0425,0,0,1,0,2,0.0423,0.0385,2,1,0
NCRB-SYNTH-106522,Trial Court,Writ Petition (Detention),15,4,1,0,1,1,0,0,1,1,1,0,0.8166,1,67,0,0,0.1028,8,1.0028,93.28,0,142966.82,0.1596,1,1,0,0,2,0.0118,0.0108,2,1,1
NCRB-SYNTH-106536,Trial Court,Sec 482 CrPC (Quashing),1,2,2,0,1,1,1,0,1,1,1,0,0.8757,1,59,1,1,0.1172,2,1.1899,44.52,1,96243.58,0.1547,1,1,0,0,7,0.0854,0.0411,5,1,1
NCRB-SYNTH-106544,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,1,0,1,1,1,1,0.6604,0,89,0,1,0.1111,1,1.0807,131.06,1,104004.34,0.1448,1,1,0,0,4,0.157,0.0976,5,1,0
NCRB-SYNTH-106551,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,1,1,1,1,1,1,0,0.5989,1,163,1,1,0.0581,4,1.2398,85.69,0,112912.4,0.0565,0,0,1,0,23,0.098,0.0308,4,1,0
NCRB-SYNTH-106561,Trial Court,Sec 482 CrPC (Quashing),2,2,2,0,1,1,0,0,1,1,1,1,0.929,1,132,0,0,0.064,7,1.2998,170.42,0,53403.22,0.0239,1,1,0,0,1,0.0676,0.0976,2,1,1
NCRB-SYNTH-106562,High Court,Trial Judgment,1,5,2,0,1,1,1,1,1,1,1,1,0.6523,0,36,0,1,0.1028,8,1.1825,152.03,1,27033.72,0.0761,1,1,0,0,10,0.2188,0.0912,5,1,0
NCRB-SYNTH-106578,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,1,0,0,1,1,1,1,0.5776,1,155,0,0,0.0922,2,1.0876,165.82,1,62851.37,0.034,0,0,1,1,5,0.0692,0.0386,5,1,0
NCRB-SYNTH-106592,High Court,Sec 482 CrPC (Quashing),1,3,1,0,1,1,0,0,1,1,1,0,0.5232,1,97,1,1,0.0704,7,1.0,147.71,1,132172.54,0.1964,0,0,1,1,4,0.0595,0.037,5,1,0
NCRB-SYNTH-106596,Trial Court,Writ Petition (Detention),15,2,1,1,1,1,1,0,1,1,1,1,0.5622,1,147,1,0,0.0045,8,1.0648,117.86,1,21380.38,0.1914,1,1,0,1,3,0.065,0.0469,2,1,0
NCRB-SYNTH-106598,Trial Court,Writ Petition (Detention),4,5,1,0,1,1,0,1,1,1,1,1,0.4495,1,90,1,1,0.0952,3,1.1121,108.64,1,112119.28,0.0505,1,1,0,0,5,0.11,0.0614,5,1,0
NCRB-SYNTH-106610,Trial Court,Writ Petition (Detention),1,1,2,1,1,1,0,1,1,1,1,1,0.6916,1,155,0,1,0.0974,4,1.0887,159.95,0,48987.25,0.0917,1,1,0,1,40,0.1813,0.0488,4,1,0
NCRB-SYNTH-106613,High Court,Trial Judgment,2,5,1,0,1,1,1,0,1,1,1,1,0.6946,1,50,0,0,0.0793,1,1.0,161.04,0,57177.36,0.0668,1,1,0,0,2,0.096,0.0874,2,1,0
NCRB-SYNTH-106636,Trial Court,Sec 482 CrPC (Quashing),2,4,1,0,1,1,0,1,1,1,1,0,0.9308,1,109,0,0,0.083,4,1.1884,75.97,0,20480.31,0.0325,1,1,0,1,10,0.1823,0.076,5,1,1
NCRB-SYNTH-106645,Trial Court,Sec 482 CrPC (Quashing),1,1,2,0,1,1,0,0,1,1,1,1,0.9492,1,67,0,0,0.0401,6,1.0,173.99,0,50562.58,0.071,1,1,0,0,11,0.136,0.0547,5,1,1
NCRB-SYNTH-106653,Trial Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,1,0,1,1,1,1,1,0.4675,1,153,0,0,0.1328,6,1.0815,104.55,1,27950.53,0.1033,1,1,0,0,9,0.1794,0.0779,5,1,0
NCRB-SYNTH-106655,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,1,0,1,1,1,1,0.6092,0,143,0,0,0.0437,3,1.0,89.9,0,137099.19,0.0326,1,1,0,1,2,0.0302,0.0275,2,1,0
NCRB-SYNTH-106657,High Court,Sec 439 CrPC (Regular Bail),2,5,2,1,1,1,0,1,1,1,1,0,0.7661,1,24,0,0,0.1089,7,1.1052,110.23,0,126013.79,0.1236,0,0,1,0,35,0.159,0.0444,4,1,1
NCRB-SYNTH-106658,Trial Court,Writ Petition (Detention),7,5,1,0,1,1,0,1,1,1,1,1,0.8674,1,51,0,0,0.0605,3,1.0893,128.78,0,146872.7,0.0627,1,1,0,1,2,0.0818,0.0745,2,1,1
NCRB-SYNTH-106660,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,1,1,0,1,1,1,1,0.8198,1,93,1,0,0.08,8,1.3863,120.19,0,63870.24,0.0203,1,1,0,1,3,0.0929,0.067,2,1,1
NCRB-SYNTH-106663,High Court,Writ Petition (Detention),2,2,2,1,1,1,0,1,1,1,1,1,0.6914,1,159,0,0,0.0614,3,1.1632,89.17,0,81225.57,0.0521,1,1,0,0,38,0.2612,0.0713,4,1,0
NCRB-SYNTH-106667,Trial Court,Writ Petition (Detention),1,2,2,0,1,1,1,0,1,1,1,0,0.4448,1,130,0,0,0.153,3,1.0409,71.14,1,98615.17,0.1094,1,1,0,0,3,0.0313,0.0226,2,1,0
NCRB-SYNTH-106671,High Court,Writ Petition (Detention),1,2,2,1,1,1,1,0,1,1,1,0,0.567,1,50,0,0,0.0469,7,1.1398,150.79,0,59190.98,0.0922,0,0,1,0,2,0.053,0.0483,2,1,0
NCRB-SYNTH-106673,High Court,Writ Petition (Detention),4,3,1,0,1,1,0,0,1,1,1,1,0.882,0,155,0,1,0.0484,9,1.0,144.28,0,83259.26,0.1713,1,1,0,1,3,0.0521,0.0375,2,1,1
NCRB-SYNTH-106678,High Court,Writ Petition (Detention),2,4,1,0,1,1,1,0,1,1,1,1,0.99,1,105,0,0,0.1586,5,1.0193,60.93,0,62942.78,0.0702,1,1,0,1,1,0.0119,0.0172,2,1,1
NCRB-SYNTH-106682,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,1,1,0,1,1,1,1,0.7504,1,26,0,0,0.0857,5,1.0942,175.69,0,74437.03,0.197,1,1,0,1,1,0.0459,0.0663,2,1,1
NCRB-SYNTH-106684,High Court,Writ Petition (Detention),1,4,2,0,1,1,1,0,1,1,1,0,0.6976,1,141,0,0,0.0,5,1.1603,158.98,0,136161.28,0.1853,1,1,0,0,3,0.0886,0.0639,2,1,0
NCRB-SYNTH-106692,Trial Court,Sec 439 CrPC (Regular Bail),1,2,1,0,1,1,1,0,1,1,1,1,0.4892,1,96,0,1,0.036,5,1.0326,104.34,0,30312.08,0.1509,1,1,0,0,14,0.2821,0.1042,4,1,0
NCRB-SYNTH-106700,High Court,Writ Petition (Detention),1,1,2,1,1,1,1,0,1,1,1,1,0.9332,1,70,0,1,0.1033,4,1.2435,99.67,0,90335.23,0.1018,1,1,0,1,2,0.069,0.0628,2,1,1
NCRB-SYNTH-106704,Trial Court,Writ Petition (Detention),2,3,2,0,1,1,1,0,1,1,1,0,0.4277,1,92,0,0,0.1077,8,1.0183,68.85,1,88213.62,0.1368,1,1,0,1,1,0.0216,0.0312,2,1,0
NCRB-SYNTH-106712,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,1,0,1,1,1,1,1,0.5169,1,61,0,0,0.0,1,1.103,76.18,0,95255.77,0.1613,1,1,0,0,2,0.0685,0.0623,2,1,0
NCRB-SYNTH-106719,High Court,Trial Judgment,2,2,1,0,1,1,0,0,1,1,1,0,0.8714,1,103,0,0,0.1303,1,1.2024,151.24,0,147654.52,0.0991,1,1,0,0,4,0.0858,0.0533,2,1,1
NCRB-SYNTH-106720,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,1,0,1,1,1,1,0.7835,1,158,0,0,0.0849,2,1.0,175.0,0,118117.81,0.1076,1,1,0,1,4,0.0662,0.0411,5,1,1
NCRB-SYNTH-106727,High Court,Trial Judgment,2,3,2,0,1,1,1,0,1,1,1,0,0.8758,1,17,1,0,0.0761,5,1.1154,161.25,0,113046.43,0.0571,1,1,0,1,4,0.0599,0.0372,2,1,1
NCRB-SYNTH-106732,High Court,Sec 439 CrPC (Regular Bail),1,4,1,0,1,1,0,0,1,1,1,1,0.5742,1,81,0,0,0.0843,4,1.1731,161.78,1,125113.86,0.1339,0,0,1,1,11,0.1919,0.0772,5,1,0
NCRB-SYNTH-106734,Trial Court,Sec 439 CrPC (Regular Bail),4,1,1,0,1,1,1,0,1,1,1,1,0.6926,1,14,0,1,0.0966,3,1.1292,97.06,0,20607.08,0.0404,1,1,0,0,42,0.2333,0.062,4,1,0
NCRB-SYNTH-106739,Trial Court,Sec 439 CrPC (Regular Bail),2,3,2,0,1,1,1,1,1,1,1,0,0.4567,1,93,1,1,0.06,2,1.0996,109.25,1,136139.72,0.0719,1,1,0,1,17,0.0927,0.0321,4,1,0
NCRB-SYNTH-106751,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,0,0,1,1,1,0,0.8088,0,64,0,0,0.093,8,1.0016,114.52,0,26125.18,0.1744,0,0,1,1,2,0.0801,0.073,2,1,1
NCRB-SYNTH-106753,Supreme Court,Writ Petition (Detention),1,1,1,0,1,1,1,0,1,1,1,0,0.8849,1,143,0,0,0.106,8,1.0,49.5,1,83840.9,0.0926,1,1,0,1,20,0.1699,0.0558,4,1,1
NCRB-SYNTH-106760,Trial Court,Sec 482 CrPC (Quashing),4,3,2,0,1,1,1,0,1,1,1,1,0.5055,1,140,0,1,0.0615,1,1.0461,57.97,0,70143.63,0.0444,1,1,0,1,1,0.0161,0.0232,2,1,0
NCRB-SYNTH-106761,Trial Court,Writ Petition (Detention),4,4,2,0,1,1,0,0,1,1,1,0,0.7258,1,162,0,0,0.1274,3,1.1637,138.26,0,95872.51,0.1146,1,1,0,1,2,0.0287,0.0262,2,1,1
NCRB-SYNTH-106764,High Court,Sec 482 CrPC (Quashing),1,3,2,0,1,1,0,0,1,1,1,1,0.7007,1,70,0,0,0.0357,7,1.0,160.52,0,127960.89,0.0341,1,1,0,1,7,0.1714,0.0824,5,1,1
NCRB-SYNTH-106768,High Court,Sec 482 CrPC (Quashing),2,3,2,0,1,1,0,0,1,1,1,1,0.9206,1,161,0,1,0.0298,1,1.1767,120.17,1,74220.58,0.1311,1,1,0,0,4,0.0299,0.0186,2,1,1
NCRB-SYNTH-106770,High Court,Writ Petition (Detention),1,2,2,0,1,1,1,0,1,1,1,1,0.7739,1,21,1,1,0.1193,9,1.1595,38.64,0,43263.15,0.1999,1,1,0,0,7,0.089,0.0428,5,1,1
NCRB-SYNTH-106776,High Court,Writ Petition (Detention),1,3,2,0,1,1,0,0,1,1,1,1,0.6296,1,126,1,1,0.0479,2,1.0985,79.27,0,74185.2,0.1448,1,1,0,1,40,0.1548,0.0417,4,1,0
NCRB-SYNTH-106784,Trial Court,Writ Petition (Detention),1,5,1,0,1,1,1,0,1,1,1,1,0.8002,0,40,0,0,0.0512,7,1.2058,47.85,0,34532.8,0.1616,1,1,0,1,3,0.0136,0.0098,2,1,1
NCRB-SYNTH-106792,Trial Court,Trial Judgment,2,4,2,0,1,1,1,1,1,1,1,1,0.7471,1,30,1,1,0.1283,1,1.1546,148.07,0,63275.83,0.1497,1,1,0,0,3,0.0193,0.0139,2,1,1
NCRB-SYNTH-106794,Trial Court,Writ Petition (Detention),2,1,2,0,1,1,1,0,1,1,1,1,0.8853,1,130,0,0,0.0591,2,1.2098,64.54,0,73034.15,0.0506,0,0,1,1,3,0.0451,0.0325,2,1,1
NCRB-SYNTH-106796,High Court,Writ Petition (Detention),1,4,2,0,1,1,1,0,1,1,1,0,0.7703,1,78,1,1,0.0587,2,1.0311,74.72,0,75938.83,0.0266,1,1,0,1,42,0.2462,0.0655,4,1,1
NCRB-SYNTH-106798,High Court,Sec 439 CrPC (Regular Bail),1,2,1,0,1,1,1,0,1,1,1,1,0.5275,1,22,1,1,0.1466,6,1.0,76.65,0,98535.06,0.0981,1,1,0,0,4,0.2273,0.1412,5,1,0
NCRB-SYNTH-106803,High Court,Sec 482 CrPC (Quashing),1,3,1,0,1,1,1,1,1,1,1,0,0.3977,1,60,0,0,0.1224,9,1.2642,71.76,0,122093.98,0.0104,0,0,1,1,4,0.0709,0.0441,2,1,0
NCRB-SYNTH-106809,High Court,Writ Petition (Detention),1,4,2,0,1,1,0,0,1,1,1,0,0.496,1,26,0,0,0.1796,1,1.0682,142.89,0,128698.65,0.1476,1,1,0,0,4,0.0339,0.0211,2,1,0
NCRB-SYNTH-106810,Trial Court,Writ Petition (Detention),7,3,1,0,1,1,1,1,1,1,1,0,0.678,1,94,0,0,0.0868,9,1.0036,127.74,0,61372.01,0.1728,1,1,0,1,7,0.1474,0.0709,5,1,0
NCRB-SYNTH-106817,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,1,0,1,1,1,1,0.6198,1,85,0,1,0.0415,9,1.1659,54.68,0,101128.16,0.0641,1,1,0,0,7,0.0998,0.048,5,1,0
NCRB-SYNTH-106825,Trial Court,Writ Petition (Detention),2,4,2,0,1,1,0,0,1,1,1,1,0.6523,1,41,0,1,0.1034,4,1.0,42.55,0,80106.27,0.0665,1,1,0,0,1,0.0438,0.0632,2,1,0
NCRB-SYNTH-106828,Trial Court,Writ Petition (Detention),1,1,2,0,1,1,0,1,1,1,1,1,0.5075,1,117,1,0,0.0386,1,1.0315,95.43,0,18866.28,0.1458,0,0,1,0,26,0.3117,0.0946,4,1,0
NCRB-SYNTH-106851,High Court,Sec 482 CrPC (Quashing),2,3,1,0,1,1,0,0,1,1,1,1,0.9761,1,146,0,1,0.12,7,1.3063,134.07,1,82937.63,0.0316,1,1,0,1,6,0.1527,0.0785,5,1,1
NCRB-SYNTH-106856,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,0,0,1,1,1,1,0.8566,1,25,1,1,0.1333,1,1.0,76.45,0,95871.86,0.0928,1,1,0,1,2,0.0479,0.0436,2,1,1
NCRB-SYNTH-106858,High Court,Sec 482 CrPC (Quashing),1,5,1,0,1,1,0,0,1,1,1,1,0.6136,0,67,1,0,0.1298,3,1.1066,64.39,0,17570.31,0.0373,1,1,0,0,10,0.1087,0.0453,5,1,0
NCRB-SYNTH-106866,High Court,Sec 439 CrPC (Regular Bail),7,3,2,0,1,1,1,0,1,1,1,1,0.6864,0,29,1,1,0.1142,4,1.003,176.74,1,132582.24,0.1442,1,1,0,0,3,0.048,0.0346,2,1,0
NCRB-SYNTH-106874,Trial Court,Writ Petition (Detention),1,5,1,0,1,1,1,1,1,1,1,0,0.8702,0,75,0,0,0.0169,2,1.0,111.29,0,99055.16,0.1529,1,1,0,1,9,0.1555,0.0675,5,1,1
NCRB-SYNTH-106880,Trial Court,Writ Petition (Detention),1,2,2,0,1,1,0,0,1,1,1,1,0.6083,0,139,0,0,0.0859,1,1.1407,174.43,0,97061.98,0.1861,1,1,0,0,2,0.0319,0.0291,2,1,0
NCRB-SYNTH-106882,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,1,1,1,1,1,1,0.9432,1,61,0,0,0.0644,8,1.1854,163.42,0,123795.57,0.1476,1,1,0,1,6,0.0587,0.0302,5,1,1
NCRB-SYNTH-106883,Trial Court,Writ Petition (Detention),2,1,1,0,1,1,1,0,1,1,1,0,0.5683,1,121,0,0,0.0264,8,1.1446,122.47,1,76671.26,0.0992,1,1,0,0,18,0.2731,0.0928,4,1,0
NCRB-SYNTH-106887,High Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,1,0,1,1,1,1,0.6732,1,182,0,1,0.1072,1,1.0895,101.85,0,135757.15,0.049,0,0,1,1,19,0.2757,0.092,4,1,0
NCRB-SYNTH-106899,Trial Court,Sec 482 CrPC (Quashing),2,5,2,0,1,1,0,1,1,1,1,0,0.6154,1,170,0,0,0.0197,6,1.0439,96.31,0,135692.44,0.0912,1,1,0,1,1,0.0508,0.0733,2,1,0
NCRB-SYNTH-106901,High Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,1,0,1,1,1,1,0.8357,1,159,0,0,0.0629,5,1.3702,152.04,0,17804.46,0.094,1,1,0,1,2,0.0322,0.0293,2,1,1
NCRB-SYNTH-106905,High Court,Writ Petition (Detention),2,3,1,0,1,1,1,0,1,1,1,1,0.6492,1,109,0,0,0.1113,9,1.0,144.71,0,34159.96,0.1338,1,1,0,0,3,0.0633,0.0457,2,1,0
NCRB-SYNTH-106907,Trial Court,Writ Petition (Detention),2,3,2,0,1,1,1,0,1,1,1,1,0.5022,1,19,0,0,0.1049,6,1.0474,170.38,0,29131.74,0.1587,1,1,0,1,3,0.0175,0.0126,2,1,0
NCRB-SYNTH-106913,High Court,Sec 439 CrPC (Regular Bail),21,1,1,0,1,1,1,1,1,1,1,0,0.6738,1,65,1,1,0.1002,3,1.247,129.74,1,16083.28,0.1065,0,0,1,1,4,0.2121,0.1318,5,1,0
NCRB-SYNTH-106914,High Court,Sec 439 CrPC (Regular Bail),7,2,2,0,1,1,1,0,1,1,1,1,0.51,1,39,0,0,0.0934,3,1.2394,39.07,0,42686.32,0.1017,1,1,0,0,2,0.0681,0.062,2,1,0
NCRB-SYNTH-106915,High Court,Writ Petition (Detention),4,5,2,0,1,1,1,1,1,1,1,1,0.5569,1,22,1,1,0.1058,2,1.1687,130.79,0,83256.38,0.1188,0,0,1,0,9,0.1873,0.0813,5,1,0
NCRB-SYNTH-106923,Trial Court,Trial Judgment,4,2,2,1,1,1,0,0,1,1,1,1,0.6444,0,138,0,0,0.0845,6,1.0499,86.69,1,137739.83,0.1107,1,1,0,0,29,0.3069,0.0902,4,1,0
NCRB-SYNTH-106931,Trial Court,Writ Petition (Detention),1,5,1,0,1,1,0,1,1,1,1,1,0.7647,1,45,1,1,0.0232,3,1.2652,144.11,0,85613.18,0.0948,0,0,1,0,1,0.0694,0.1001,2,1,1
NCRB-SYNTH-106937,Trial Court,Writ Petition (Detention),4,5,1,0,1,1,1,0,1,1,1,1,0.5719,0,61,1,1,0.0766,4,1.4234,72.97,1,49754.36,0.1795,1,1,0,1,38,0.087,0.0237,4,1,0
NCRB-SYNTH-106940,Trial Court,Sec 482 CrPC (Quashing),7,2,2,0,1,1,1,1,1,1,1,1,0.5107,1,131,1,1,0.0019,5,1.0,173.54,0,143161.21,0.1145,1,1,0,0,2,0.0247,0.0225,2,1,0
NCRB-SYNTH-106948,High Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,1,1,1,1,1,1,1,0.517,1,168,1,1,0.0408,2,1.1717,176.53,0,100746.31,0.1939,1,1,0,1,8,0.1022,0.0465,5,1,0
NCRB-SYNTH-106965,High Court,Trial Judgment,1,1,1,0,1,1,1,0,1,1,1,1,0.7408,1,100,0,0,0.0374,4,1.1165,40.2,0,16247.96,0.0664,0,0,1,1,3,0.0825,0.0595,2,1,1
NCRB-SYNTH-106986,High Court,Sec 482 CrPC (Quashing),1,4,2,1,1,1,1,0,1,1,1,1,0.7653,1,163,0,0,0.107,9,1.0,78.74,0,46984.74,0.1214,1,1,0,1,3,0.0201,0.0145,2,1,1
NCRB-SYNTH-106992,Trial Court,Writ Petition (Detention),1,2,2,0,1,1,0,1,1,1,1,1,0.4215,0,33,1,1,0.0974,8,1.3728,177.9,1,91746.32,0.1716,1,1,0,0,4,0.1467,0.0912,5,1,0
NCRB-SYNTH-106993,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,1,0,1,1,1,1,0.9884,1,144,0,0,0.1114,9,1.0,31.72,0,50127.53,0.1049,1,1,0,0,14,0.2916,0.1077,4,1,1
NCRB-SYNTH-106999,High Court,Writ Petition (Detention),2,4,2,0,1,1,0,0,1,1,1,1,0.5766,1,121,1,0,0.1023,3,1.1558,164.94,0,110037.75,0.0296,1,1,0,0,43,0.197,0.0521,4,1,0
NCRB-SYNTH-107009,Trial Court,Sec 482 CrPC (Quashing),2,5,1,0,1,1,0,1,1,1,1,1,0.3803,1,76,1,1,0.0366,1,1.2603,132.74,0,51336.27,0.0043,0,0,1,1,3,0.0118,0.0085,2,1,0
NCRB-SYNTH-107010,Trial Court,Sec 482 CrPC (Quashing),1,3,2,1,1,1,1,1,1,1,1,1,0.6232,1,36,1,1,0.1165,4,1.0922,84.15,0,124591.58,0.0823,1,1,0,1,4,0.0145,0.009,2,1,0
NCRB-SYNTH-107011,Trial Court,Writ Petition (Detention),7,4,2,0,1,1,1,1,1,1,1,1,0.4629,1,117,0,0,0.2013,4,1.1725,39.25,0,27558.6,0.1401,1,1,0,1,8,0.1967,0.0895,5,1,0
NCRB-SYNTH-107013,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,1,1,0,1,1,1,1,0.4327,0,163,0,0,0.0961,6,1.144,83.54,0,33470.12,0.1687,1,1,0,0,3,0.0762,0.0549,2,1,0
NCRB-SYNTH-107017,High Court,Sec 482 CrPC (Quashing),1,1,1,0,1,1,1,0,1,1,1,1,0.945,1,73,0,0,0.0153,2,1.0295,130.15,0,71845.19,0.1861,1,1,0,0,9,0.1421,0.0617,5,1,1
NCRB-SYNTH-107032,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,1,0,1,1,1,0,0.7201,1,59,0,0,0.0184,4,1.1791,145.14,1,112243.69,0.0704,1,1,0,1,5,0.0709,0.0396,5,1,1
NCRB-SYNTH-107037,High Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,1,1,0,1,1,1,0,0.7442,1,167,0,0,0.0527,5,1.0956,101.76,1,104539.73,0.1883,0,0,1,1,33,0.303,0.0859,4,1,1
NCRB-SYNTH-107049,High Court,Writ Petition (Detention),1,3,1,0,1,1,1,0,1,1,1,1,0.6179,1,116,0,0,0.0,8,1.1458,148.74,0,149946.38,0.0437,1,1,0,0,5,0.075,0.0419,5,1,0
NCRB-SYNTH-107058,Trial Court,Writ Petition (Detention),1,5,2,0,1,1,1,0,1,1,1,1,0.7156,1,82,0,0,0.1048,7,1.1389,65.94,1,52792.99,0.1446,1,1,0,1,1,0.0176,0.0255,2,1,1
NCRB-SYNTH-107081,High Court,Writ Petition (Detention),7,1,1,0,1,1,1,1,1,1,1,1,0.6344,1,146,1,1,0.1026,6,1.1086,122.88,1,91505.11,0.0768,0,0,1,1,42,0.2808,0.0746,4,1,0
NCRB-SYNTH-107089,Trial Court,Writ Petition (Detention),1,1,1,0,1,1,1,0,1,1,1,1,0.5304,0,45,1,0,0.0751,3,1.1243,141.53,0,101048.71,0.0306,1,1,0,0,12,0.2379,0.0928,4,1,0
NCRB-SYNTH-107099,High Court,Sec 439 CrPC (Regular Bail),4,5,2,0,1,1,0,0,1,1,1,1,0.7393,0,44,1,1,0.0847,1,1.2182,82.02,0,91755.33,0.0672,1,1,0,1,10,0.0572,0.0239,5,1,1
NCRB-SYNTH-107102,Trial Court,Trial Judgment,2,2,2,0,1,1,0,1,1,1,1,0,0.7828,0,146,0,0,0.1186,9,1.0,146.29,0,82341.86,0.1414,1,1,0,0,8,0.1698,0.0773,5,1,1
NCRB-SYNTH-107105,High Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,1,1,0,1,1,1,1,0.5817,1,138,1,1,0.1185,4,1.0563,45.42,0,43846.75,0.1654,1,1,0,1,1,0.0115,0.0165,2,1,0
NCRB-SYNTH-107108,Trial Court,Sec 439 CrPC (Regular Bail),2,2,1,1,1,1,0,0,1,1,1,1,0.8296,1,137,0,1,0.0992,7,1.1408,41.36,1,27065.48,0.1121,0,0,1,1,1,0.0471,0.068,2,1,1
NCRB-SYNTH-107128,High Court,Sec 482 CrPC (Quashing),1,3,2,0,1,1,1,0,1,1,1,1,0.485,1,78,0,0,0.0941,9,1.0113,69.83,0,23784.89,0.1181,1,1,0,1,1,0.0561,0.0809,2,1,0
NCRB-SYNTH-107129,High Court,Writ Petition (Detention),1,5,2,0,1,1,1,0,1,1,1,1,0.7541,0,125,1,0,0.0667,2,1.3839,94.61,0,37418.41,0.1101,0,0,1,0,8,0.0771,0.0351,5,1,1
NCRB-SYNTH-107131,Trial Court,Trial Judgment,45,4,2,0,1,1,1,1,1,1,1,0,0.8526,1,82,0,1,0.0264,8,1.1746,150.73,0,142102.53,0.1838,1,1,0,0,4,0.0147,0.0092,2,1,1
NCRB-SYNTH-107144,High Court,Trial Judgment,27,1,1,0,1,1,1,1,1,1,1,1,0.5327,0,25,0,0,0.069,7,1.0507,177.73,0,73199.8,0.0324,1,1,0,1,2,0.0369,0.0336,2,1,0
NCRB-SYNTH-107148,Trial Court,Sec 482 CrPC (Quashing),1,3,2,0,1,1,0,0,1,1,1,1,0.6721,1,24,1,1,0.1043,9,1.063,162.3,0,100098.45,0.1797,1,1,0,1,2,0.0703,0.064,2,1,0
